elevation_m,slope_deg,curvature,annual_rainfall_mm,monsoon_rainfall_mm,max_daily_rainfall_mm,rainfall_flash_ratio,dist_to_river_km,river_density_km_sqkm,dist_to_road_km,topographic_wetness_index,ndvi,lulc_Agricultural,lulc_Barren,lulc_Barren_Rocky,lulc_Barren_Sandy,lulc_Dense_Forest,lulc_Grassland,lulc_Open_Forest,lulc_Plantation,lulc_Scrubland,lulc_Settlement,lulc_Water_Body,lulc_Wetland,flood_label,state,district
1025.3,16.91,1.371,3174.1,2714.6,360.2,0.13264103697157167,2.4,1.87,1.78,1.8687154506440502,0.456,True,False,False,False,False,False,False,False,False,False,False,False,0,Meghalaya,East Khasi Hills
562.2,0.61,0.573,1008.8,773.5,137.7,0.17779212395093608,16.46,1.13,3.34,4.749499672526643,0.532,False,False,False,False,False,False,False,False,True,False,False,False,0,Tamil Nadu,Nilgiris
540.0,23.45,1.634,2420.8,1721.2,265.9,0.15439554058762048,0.05,2.42,0.9,1.7594879463479345,0.368,False,False,False,False,False,False,False,False,True,False,False,False,0,Arunachal Pradesh,Lower Subansiri
337.4,1.25,-0.196,554.7,415.3,50.1,0.12034590439586837,2.17,0.19,1.13,2.5870503851965205,0.273,False,False,False,False,False,False,False,False,True,False,False,False,0,Tamil Nadu,Nilgiris
2324.6,38.96,-1.742,1385.4,1071.6,110.1,0.10264777176953198,21.34,0.59,3.41,-0.1586483197527317,0.784,False,False,False,False,True,False,False,False,False,False,False,False,0,Himachal Pradesh,Kullu
539.3,52.39,1.165,2731.1,2161.2,225.3,0.1041994265100361,0.82,2.22,3.27,0.5806980793060749,0.438,False,False,False,False,True,False,False,False,False,False,False,False,0,Kerala,Idukki
377.3,2.83,0.021,1655.3,1321.1,172.1,0.13017169654337796,2.48,1.31,0.77,3.3507262777150544,0.732,False,False,False,False,False,False,False,False,False,False,True,False,0,Odisha,Mayurbhanj
190.0,8.51,0.461,250.3,185.7,26.9,0.14408141403320834,11.04,1.02,4.23,2.0129221451888957,0.218,True,False,False,False,False,False,False,False,False,False,False,False,0,Rajasthan,Jaisalmer
123.1,2.03,-0.575,327.4,231.4,45.8,0.19707401032702235,3.73,1.0,2.26,3.4350827965463173,0.028,False,False,False,False,False,False,False,False,True,False,False,False,0,Gujarat,Kutch
324.4,2.58,0.184,1054.6,861.5,188.7,0.21878260869565216,25.98,0.5,5.81,2.5889357372533452,0.023,False,False,False,True,False,False,False,False,False,False,False,False,0,Andhra Pradesh,East Godavari
369.8,15.0,-0.469,953.0,736.3,139.8,0.18961074189610744,11.19,0.55,0.88,0.8861749808323626,0.293,False,False,False,False,False,False,False,False,True,False,False,False,0,Telangana,Khammam
875.8,9.12,2.069,2058.4,1645.4,174.0,0.10568513119533528,0.26,1.34,0.14,2.193904530998991,0.053,True,False,False,False,False,False,False,False,False,False,False,False,0,Meghalaya,East Khasi Hills
1119.1,41.3,1.828,3080.2,2471.6,480.9,0.19449162824557145,5.94,2.15,1.11,0.9404451529737814,0.264,False,False,False,False,False,False,False,False,True,False,False,False,0,Meghalaya,East Khasi Hills
1271.3,16.22,0.741,2558.5,2182.0,178.4,0.08172240036646816,0.32,1.64,8.46,1.7886421806429353,0.041,False,False,False,False,False,False,False,False,True,False,False,False,0,Arunachal Pradesh,Lower Subansiri
136.3,2.01,-0.264,1063.3,880.0,138.5,0.15720771850170262,2.24,1.9,3.1,4.042829077408696,0.275,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Ballia
5.2,0.86,0.762,973.6,840.6,101.8,0.12096007604562738,0.38,1.15,4.23,4.422118303793629,0.684,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Katihar
458.7,14.78,0.712,2805.4,2097.9,370.6,0.17656867883176902,1.24,1.06,0.96,1.4808400137283484,0.795,False,False,False,False,True,False,False,False,False,False,False,False,0,Karnataka,Kodagu
733.9,20.41,0.748,3607.3,3087.6,266.4,0.08625267111312568,0.35,0.55,0.73,0.5578222207045496,0.49,True,False,False,False,False,False,False,False,False,False,False,False,0,Sikkim,North Sikkim
419.8,1.81,-0.423,1602.7,1377.1,122.1,0.08860024671649372,7.4,0.86,2.94,3.4137453953844346,0.434,True,False,False,False,False,False,False,False,False,False,False,False,0,Chhattisgarh,Bastar
665.1,34.65,-0.185,1667.0,1206.8,193.8,0.16045702930948835,9.67,3.11,1.63,1.5356801441290382,0.124,True,False,False,False,False,False,False,False,False,False,False,False,0,Sikkim,North Sikkim
71.2,4.74,0.376,1571.2,1139.8,129.2,0.11325385694249648,0.47,1.14,14.38,2.7050162179838133,0.356,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Gorakhpur
880.5,25.39,-0.859,1888.8,1574.6,153.9,0.09767707539984768,0.21,2.11,11.48,1.5382311105994806,0.715,True,False,False,False,False,False,False,False,False,False,False,False,0,Kerala,Idukki
468.9,1.87,0.379,846.9,703.5,75.1,0.10660042583392476,1.91,0.49,5.17,2.8943006315936874,0.719,False,False,False,False,True,False,False,False,False,False,False,False,0,Odisha,Koraput
402.1,3.46,0.129,1333.6,992.5,129.6,0.13044791142425766,9.99,0.0,0.83,0.5031566615932789,0.842,False,False,False,False,False,False,False,True,False,False,False,False,0,Madhya Pradesh,Balaghat
869.4,12.72,-1.143,2894.3,2163.4,247.2,0.11421179079652559,0.64,1.92,1.98,2.191528454082495,0.632,False,False,False,False,False,False,False,True,False,False,False,False,0,Karnataka,Uttara Kannada
1150.0,6.68,-0.27,2241.1,1870.3,409.2,0.21867151178325228,0.18,3.11,1.46,3.310834568896301,0.191,False,False,False,False,False,False,False,False,True,False,False,False,0,Assam,Morigaon
1527.0,32.71,1.566,2892.6,2486.1,424.2,0.17056009006473402,0.05,3.02,3.61,1.580633869208606,0.604,False,False,False,False,False,False,False,False,False,False,True,False,0,Karnataka,Kodagu
1902.1,19.11,0.224,1614.6,1340.0,223.0,0.1662938105891126,3.23,0.97,3.24,1.1275988732673938,0.642,False,False,False,False,False,False,False,False,False,True,False,False,0,Jammu & Kashmir,Doda
5.0,4.84,-0.571,770.8,650.5,55.0,0.0844205679201842,0.54,1.01,4.1,2.573289675928804,0.56,False,False,False,False,False,False,False,False,False,False,False,True,0,Uttar Pradesh,Ballia
115.7,1.88,-0.493,751.5,565.5,78.0,0.13768755516328332,0.1,0.38,0.93,2.682627042998919,0.681,False,False,False,False,False,False,False,False,False,True,False,False,0,Bihar,Supaul
2353.0,32.36,0.683,1517.6,1180.6,254.6,0.21547054840893703,0.26,0.84,4.68,0.3943982226375534,0.577,False,False,False,False,False,False,True,False,False,False,False,False,0,Himachal Pradesh,Kullu
1571.9,13.69,0.121,1633.1,1393.8,269.9,0.19350444508173215,4.01,1.68,0.19,1.9888869778884763,0.375,False,False,False,False,False,False,False,False,False,True,False,False,0,Assam,Morigaon
83.5,2.4,0.143,437.0,383.3,37.0,0.09627894873796512,9.2,0.85,1.57,3.12087982828786,0.189,False,False,False,False,False,False,False,False,False,True,False,False,0,Gujarat,Kutch
148.3,0.19,-0.678,464.1,347.6,60.2,0.17269076305220885,11.59,1.05,9.61,5.848716448665263,0.54,True,False,False,False,False,False,False,False,False,False,False,False,0,Rajasthan,Barmer
44.2,3.14,-0.496,1443.3,1205.1,184.9,0.15330403780781032,0.62,1.6,8.88,3.4336305786954107,0.351,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Ballia
2391.0,20.58,-0.079,1225.3,907.9,80.2,0.08823853009131918,3.42,0.46,1.49,0.39973967666167093,0.522,False,False,False,False,False,False,True,False,False,False,False,False,0,Uttarakhand,Chamoli
640.6,14.47,1.455,2761.3,2177.6,390.2,0.1791058477921601,8.7,2.34,1.76,2.2465649173873694,0.311,True,False,False,False,False,False,False,False,False,False,False,False,0,Assam,Morigaon
197.1,8.08,-0.003,930.9,704.5,97.3,0.13791637136782423,2.78,1.69,5.29,2.534390652672697,0.635,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Katihar
168.5,1.29,0.441,328.8,276.7,36.4,0.1310767014764134,34.56,0.3,5.04,2.8771250235215633,0.152,False,False,False,False,False,False,False,False,True,False,False,False,0,Rajasthan,Barmer
2021.5,32.47,0.615,1555.3,1193.9,151.7,0.12695623064691605,0.62,1.04,3.51,0.5830593294297224,0.415,False,False,False,False,False,False,True,False,False,False,False,False,0,Himachal Pradesh,Kullu
545.7,2.27,0.042,1536.4,1301.5,144.2,0.11071017274472168,6.49,0.55,2.71,2.7971408047041106,0.525,False,False,False,False,True,False,False,False,False,False,False,False,0,Madhya Pradesh,Balaghat
2046.1,19.55,-1.184,1285.6,1056.6,105.2,0.09947049924357036,0.2,0.83,10.05,0.9627824058294303,0.553,False,False,True,False,False,False,False,False,False,False,False,False,0,Himachal Pradesh,Kullu
150.1,0.2,-0.308,556.0,440.0,46.7,0.10589569160997733,0.97,0.84,1.32,5.595785412179678,0.324,True,False,False,False,False,False,False,False,False,False,False,False,0,Rajasthan,Barmer
63.5,1.92,0.035,934.0,821.7,140.7,0.1710222438312872,1.39,2.13,3.12,4.197528952479116,0.778,False,False,False,False,False,False,False,False,False,True,False,False,0,Uttar Pradesh,Ballia
444.3,9.31,0.715,1931.5,1567.9,126.1,0.0803747848811269,5.58,0.03,4.62,-0.23193859777323947,0.781,False,False,False,False,True,False,False,False,False,False,False,False,0,Madhya Pradesh,Balaghat
194.6,1.24,0.104,1083.2,927.8,182.7,0.19670542635658914,0.09,1.45,4.8,4.271214372708362,0.556,False,False,False,False,False,False,False,False,False,True,False,False,0,Bihar,Supaul
796.0,14.75,1.426,3869.7,3220.0,366.6,0.11381558522198076,2.36,1.63,6.26,1.8826660713485213,0.799,False,False,False,False,False,False,False,True,False,False,False,False,0,Kerala,Wayanad
660.4,11.71,3.622,2095.4,1824.9,312.6,0.1712032422367052,1.02,2.89,1.53,2.6689963931017884,0.481,False,False,False,False,False,False,False,False,True,False,False,False,0,Assam,Dhemaji
1702.0,32.35,0.804,1499.9,1318.4,111.8,0.084735485826891,16.9,1.19,2.95,0.7113019124200376,0.42,False,False,False,False,False,False,True,False,False,False,False,False,0,Jammu & Kashmir,Doda
292.8,5.0,-0.384,449.5,317.5,28.0,0.08791208791208792,4.28,1.02,2.21,2.549574739022881,0.507,False,False,False,True,False,False,False,False,False,False,False,False,0,Gujarat,Kutch
312.2,5.31,0.592,581.1,456.0,93.9,0.20547045951859957,10.53,0.82,1.64,2.29238476144153,0.404,True,False,False,False,False,False,False,False,False,False,False,False,0,Rajasthan,Barmer
384.4,1.72,0.055,816.3,669.8,105.5,0.15727489564698868,13.28,0.29,4.78,2.563993677784095,0.197,False,False,False,False,False,False,False,False,True,False,False,False,0,Tamil Nadu,Nilgiris
656.3,10.39,-0.472,1947.2,1454.0,135.3,0.09298969072164949,3.34,0.96,3.87,1.754605813011158,0.628,False,False,False,False,False,False,False,False,False,True,False,False,0,Kerala,Wayanad
345.7,0.46,0.174,862.3,638.8,71.5,0.11175367302281963,8.74,0.97,1.49,4.892392917008462,0.135,False,False,False,False,False,False,False,False,True,False,False,False,0,Andhra Pradesh,East Godavari
2116.9,34.57,-2.959,1711.8,1386.5,169.7,0.1223063063063063,13.75,0.33,0.71,-0.47157404129468594,0.474,False,False,False,False,True,False,False,False,False,False,False,False,0,Himachal Pradesh,Kullu
78.4,3.79,-0.392,822.3,722.3,111.5,0.15415456933499241,0.05,2.25,0.12,3.568816264815106,0.537,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Gorakhpur
5.0,0.34,-0.346,1427.9,1034.9,217.9,0.21034848923641278,0.85,0.6,6.59,4.7703499444529855,0.384,True,False,False,False,False,False,False,False,False,False,False,False,1,West Bengal,Murshidabad
561.9,8.13,-0.531,3153.7,2578.2,374.4,0.14516129032258066,0.79,0.4,11.16,1.252775728695129,0.786,False,False,False,False,True,False,False,False,False,False,False,False,0,Kerala,Wayanad
117.3,5.68,0.775,1258.6,1046.7,213.0,0.20330247208170277,2.05,2.06,10.2,3.0781005247867292,0.32,False,False,False,False,False,False,False,False,False,False,True,False,0,West Bengal,Murshidabad
2771.5,50.47,-1.673,799.6,649.4,111.5,0.1714329643296433,20.21,0.0,13.42,-2.4946950008944198,0.404,False,False,False,False,False,False,True,False,False,False,False,False,0,Himachal Pradesh,Mandi
1182.5,22.76,-1.184,3120.2,2727.3,455.6,0.16699043360334273,1.33,2.38,4.55,1.7768548711589285,0.52,False,False,False,False,False,False,False,False,False,False,True,False,0,Maharashtra,Raigad
434.3,0.79,-0.072,1155.7,952.3,120.4,0.12629812231196896,3.49,0.04,0.41,2.3177730688005864,0.031,False,False,False,True,False,False,False,False,False,False,False,False,0,Andhra Pradesh,East Godavari
227.7,1.53,0.026,586.8,514.7,48.2,0.09346519294163273,0.98,1.86,0.6,4.295665970349736,0.467,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Ballia
1775.5,13.85,-1.589,744.9,547.2,68.1,0.12422473549799341,10.81,0.39,1.69,0.6868443489665779,0.663,False,False,False,False,False,False,True,False,False,False,False,False,0,Himachal Pradesh,Mandi
1718.3,47.88,1.965,2496.5,1790.2,353.1,0.1971304153640018,3.13,2.26,3.73,0.7579608894036978,0.021,True,False,False,False,False,False,False,False,False,False,False,False,0,Assam,Morigaon
1042.4,26.76,1.843,4302.9,3484.9,426.1,0.12223529074270634,2.78,1.11,4.65,0.8752828611466837,0.375,False,False,False,False,False,False,False,False,True,False,False,False,0,Assam,Dhemaji
1100.4,14.27,-0.068,1550.7,1212.2,104.0,0.08572370590174744,1.78,2.26,0.18,2.2277478533936903,0.443,False,False,False,True,False,False,False,False,False,False,False,False,0,Sikkim,North Sikkim
1063.7,15.26,0.994,2338.9,2019.6,371.0,0.18360882906067505,0.09,0.86,1.13,1.2581254226216347,0.745,False,False,False,False,False,False,False,True,False,False,False,False,0,Karnataka,Kodagu
527.1,39.35,-0.003,3203.2,2443.3,401.5,0.16425970625536962,2.06,1.63,7.66,0.7466347344549704,0.688,False,False,False,False,True,False,False,False,False,False,False,False,0,Kerala,Idukki
508.9,6.72,-0.293,1264.9,1077.9,185.4,0.17184169061080729,0.86,0.3,4.76,1.2222479585935588,0.589,True,False,False,False,False,False,False,False,False,False,False,False,0,Odisha,Mayurbhanj
215.5,1.92,-0.362,515.4,389.0,32.9,0.08435897435897435,2.44,1.26,13.23,3.7030120667550492,0.363,False,False,False,False,False,False,False,False,False,True,False,False,0,Bihar,Katihar
364.0,1.52,0.036,1001.3,777.0,111.8,0.14370179948586118,0.71,0.06,1.77,1.7967005318730902,0.057,True,False,False,False,False,False,False,False,False,False,False,False,0,Telangana,Khammam
836.8,11.53,0.558,2680.1,2336.7,421.1,0.18013432005817687,2.5,3.06,6.85,2.7402189325047805,0.373,False,False,False,True,False,False,False,False,False,False,False,False,1,Sikkim,North Sikkim
175.7,3.01,-0.458,1642.0,1318.6,239.7,0.18164595331918765,1.27,1.44,7.81,3.37714875506204,0.473,False,False,False,False,False,False,False,False,False,False,True,False,1,West Bengal,Murshidabad
480.2,3.72,0.121,581.4,417.5,55.6,0.13285543608124253,3.7,0.79,1.32,2.616562957534124,0.254,True,False,False,False,False,False,False,False,False,False,False,False,0,Tamil Nadu,Nilgiris
1112.6,26.45,2.82,2679.5,2106.2,293.0,0.13904707668944571,5.68,1.77,9.8,1.3241132550927666,0.379,False,False,False,False,False,False,False,False,True,False,False,False,0,Assam,Dhemaji
1846.4,54.12,0.089,1451.8,1180.5,111.8,0.09462547608971646,5.13,0.94,0.03,-0.2846449138256186,0.557,False,False,True,False,False,False,False,False,False,False,False,False,0,Uttarakhand,Rudraprayag
430.8,0.89,-0.416,1035.1,760.1,106.8,0.14032321639731965,0.62,0.41,3.15,3.4913357943517576,0.02,True,False,False,False,False,False,False,False,False,False,False,False,0,Andhra Pradesh,East Godavari
112.8,0.9,0.461,1446.3,1195.8,110.3,0.09216243315508021,3.6,3.29,0.58,5.37433515065216,0.617,False,True,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Gorakhpur
496.9,7.81,0.398,1122.0,798.6,92.6,0.11580790395197597,14.41,1.1,3.61,2.1689230738239536,0.704,False,False,False,False,False,False,False,False,False,False,True,False,0,Chhattisgarh,Bastar
1525.1,16.97,0.923,1448.1,1255.4,143.5,0.11421521808341292,7.65,0.74,2.2,1.0125714535725618,0.706,False,False,False,False,True,False,False,False,False,False,False,False,0,Jammu & Kashmir,Doda
476.2,3.33,0.541,863.0,668.2,138.0,0.20621637776449492,9.14,0.22,0.06,1.7046935322015773,0.598,True,False,False,False,False,False,False,False,False,False,False,False,0,Madhya Pradesh,Balaghat
75.8,6.47,-0.191,1011.1,844.8,148.8,0.17592811539371012,0.23,1.59,1.57,2.7015161733141286,0.411,False,False,False,False,False,False,False,False,False,False,True,False,0,Bihar,Supaul
2213.9,14.01,-1.875,1088.6,774.2,74.6,0.09623323013415891,11.74,0.56,1.65,0.9727272395801624,0.451,False,False,False,False,False,False,True,False,False,False,False,False,0,Uttarakhand,Chamoli
526.5,9.25,-0.617,1761.3,1502.7,190.8,0.12688701203697547,1.05,1.7,0.85,2.402648909171659,0.75,False,False,False,False,True,False,False,False,False,False,False,False,0,Maharashtra,Raigad
649.4,32.75,-0.807,2171.5,1736.0,158.5,0.09124928036845135,1.23,2.27,5.55,1.3041559129509834,0.254,False,False,False,True,False,False,False,False,False,False,False,False,0,Arunachal Pradesh,Lower Subansiri
118.2,2.4,0.184,797.3,665.5,79.3,0.11897974493623406,0.55,1.65,1.6,3.7317889106108333,0.594,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Katihar
2897.1,28.72,1.358,1997.3,1471.4,318.1,0.21604183645748437,30.26,0.86,15.56,0.5607715271282396,0.05,False,False,False,False,False,True,False,False,False,False,False,False,0,Himachal Pradesh,Kullu
2390.4,55.66,-2.305,476.3,375.9,45.4,0.12045635447068188,7.96,1.38,0.37,0.01104112648376013,0.376,False,False,True,False,False,False,False,False,False,False,False,False,0,Himachal Pradesh,Kullu
889.2,29.89,0.5,2112.3,1586.3,150.2,0.09462609462609463,2.13,2.5,4.28,1.5092562538354648,0.319,False,False,False,False,False,False,False,False,True,False,False,False,0,Meghalaya,East Khasi Hills
3510.7,57.81,-0.611,1658.3,1349.0,226.8,0.168,19.3,0.52,0.85,-0.9408812886782081,0.371,False,False,False,False,True,False,False,False,False,False,False,False,0,Jammu & Kashmir,Doda
234.9,0.49,-0.4,456.9,321.3,25.8,0.08004964318957493,9.16,0.67,1.06,4.500187708820309,0.341,False,False,False,False,False,False,False,False,True,False,False,False,0,Gujarat,Kutch
505.0,5.86,0.275,1123.6,881.5,78.5,0.08895184135977337,11.21,0.69,3.54,2.0408596788613713,0.527,False,False,True,False,False,False,False,False,False,False,False,False,0,Jammu & Kashmir,Doda
59.0,10.18,0.351,1183.4,867.1,168.1,0.193641285566179,0.08,2.28,9.11,2.5843014923826257,0.569,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Ballia
1100.9,26.16,-1.048,1032.8,793.7,91.0,0.11450861960488234,17.65,0.97,2.45,0.7785744931112141,0.492,False,False,False,False,False,False,True,False,False,False,False,False,0,Uttarakhand,Chamoli
99.4,2.68,-0.487,1219.3,895.5,166.8,0.1860568878973787,5.47,2.51,0.31,4.021030724595277,0.567,True,False,False,False,False,False,False,False,False,False,False,False,0,West Bengal,Murshidabad
160.6,0.82,0.113,578.1,428.1,41.6,0.09694709857841995,6.62,0.73,2.16,4.060280047392253,0.232,False,False,False,False,False,False,False,False,True,False,False,False,0,Rajasthan,Barmer
839.4,13.19,1.27,2607.2,2166.2,308.2,0.1422111480251015,0.76,2.22,4.06,2.2924480452943476,0.49,True,False,False,False,False,False,False,False,False,False,False,False,0,Assam,Morigaon
171.5,0.45,0.036,553.4,470.6,73.5,0.15585241730279897,0.2,1.1,1.42,5.029035656080748,0.223,False,False,False,False,False,False,False,False,True,False,False,False,0,Rajasthan,Jaisalmer
629.1,19.23,-0.328,2738.9,2047.7,308.4,0.15053448528335042,0.18,1.58,8.27,1.571981443045733,0.428,False,False,False,False,False,False,False,False,False,True,False,False,0,Assam,Morigaon
581.3,0.3,-0.254,1667.6,1419.6,121.7,0.08566802759397439,2.24,0.86,2.27,5.211368636265438,0.471,False,False,False,False,True,False,False,False,False,False,False,False,0,Madhya Pradesh,Balaghat
1697.9,19.65,-0.165,1548.5,1215.7,247.0,0.20300813676337634,2.99,2.15,0.5,1.8407603658812006,0.551,True,False,False,False,False,False,False,False,False,False,False,False,0,Karnataka,Uttara Kannada
463.8,10.09,-0.506,828.9,592.9,63.3,0.1065835999326486,3.83,0.2,0.68,0.5222963560204322,0.457,False,False,False,True,False,False,False,False,False,False,False,False,0,Tamil Nadu,Nilgiris
779.4,16.86,-0.748,3412.0,2825.4,531.0,0.1878714973110671,0.63,1.5,2.48,1.6638254088572892,0.538,True,False,False,False,False,False,False,False,False,False,False,False,0,Kerala,Idukki
80.0,20.12,0.658,3294.6,2877.3,339.8,0.11805579682451446,5.77,2.03,7.55,1.7603047602631468,0.587,False,False,False,False,False,False,False,False,False,True,False,False,0,Kerala,Idukki
783.6,13.8,0.821,843.9,704.9,92.8,0.1314633800821646,0.17,2.05,7.65,2.1694230073608978,0.32,False,False,False,False,False,False,False,False,True,False,False,False,0,Meghalaya,East Khasi Hills
639.8,20.7,2.738,1640.6,1270.7,106.2,0.0835102618542109,3.77,0.99,5.4,1.0593866925632156,0.217,False,False,False,False,False,False,False,False,False,True,False,False,0,Arunachal Pradesh,Lower Subansiri
169.6,0.1,0.012,375.3,293.1,37.6,0.12784767086025162,5.72,0.39,1.19,5.63746115476527,0.51,True,False,False,False,False,False,False,False,False,False,False,False,0,Gujarat,Kutch
145.0,2.53,0.023,1004.9,800.6,71.9,0.08969560878243514,0.33,1.39,0.47,3.5181335445186512,0.61,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Supaul
14.9,3.12,-0.326,974.8,688.2,108.9,0.15800928612884504,0.05,1.55,0.61,3.41018014407199,0.347,True,False,False,False,False,False,False,False,False,False,False,False,0,West Bengal,Murshidabad
609.9,6.49,-0.209,1503.4,1070.2,180.9,0.1688760268857356,11.08,0.51,0.1,1.679378423462342,0.675,False,False,False,False,False,False,False,True,False,False,False,False,0,Chhattisgarh,Bastar
5.0,7.09,0.343,1009.9,791.8,98.9,0.12474772956609487,0.88,1.33,2.47,2.442093573382604,0.555,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Katihar
286.2,2.63,-0.535,386.1,275.0,28.9,0.10471014492753623,46.36,0.07,1.11,1.3085835953444118,0.24,False,False,False,False,False,False,False,False,True,False,False,False,0,Gujarat,Kutch
344.1,2.18,0.45,737.7,626.8,84.9,0.13523415100350433,0.41,0.64,2.75,2.9673142777796477,0.718,False,False,False,False,False,False,False,True,False,False,False,False,0,Madhya Pradesh,Balaghat
1839.4,13.44,-0.762,3186.0,2495.5,440.3,0.1763669136791508,0.23,2.06,3.84,2.201519280842795,0.738,True,False,False,False,False,False,False,False,False,False,False,False,0,Kerala,Wayanad
419.6,0.67,0.009,1296.5,1082.5,120.1,0.1108444854637748,1.74,0.62,0.95,4.120154882291595,0.503,True,False,False,False,False,False,False,False,False,False,False,False,0,Andhra Pradesh,East Godavari
644.9,26.12,0.374,1138.8,889.1,155.4,0.1745871250421301,10.58,0.87,0.84,0.682221802716535,0.695,False,False,False,False,False,False,True,False,False,False,False,False,0,Jammu & Kashmir,Doda
1272.6,19.53,-0.979,2481.1,1910.8,378.4,0.19792865362485615,3.1,2.03,2.41,1.7925825123263086,0.325,False,False,False,False,False,False,False,False,True,False,False,False,0,Meghalaya,East Khasi Hills
79.5,1.06,-0.407,956.4,673.9,65.2,0.09660690472662617,1.7,2.1,1.0,4.778301318791134,0.567,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Ballia
953.3,14.75,3.902,3624.3,3012.4,550.0,0.18251808588305568,0.13,1.87,1.53,2.012578205588731,0.302,True,False,False,False,False,False,False,False,False,False,False,False,1,Arunachal Pradesh,Lower Subansiri
488.8,0.77,-0.383,1562.5,1238.6,193.7,0.15626008389803162,9.38,0.35,4.85,3.51102382786421,0.746,True,False,False,False,False,False,False,False,False,False,False,False,0,Odisha,Koraput
163.7,6.26,0.259,477.0,419.7,63.3,0.15046351319229856,10.32,0.48,3.76,1.66532940882216,0.141,True,False,False,False,False,False,False,False,False,False,False,False,0,Gujarat,Kutch
54.3,0.98,0.019,676.8,581.5,115.7,0.1986266094420601,0.57,1.4,0.73,4.4737972556191,0.366,False,False,False,False,False,False,False,False,False,False,True,False,1,Bihar,Supaul
154.0,1.27,-0.27,1120.0,793.2,101.9,0.12830521279274743,0.43,2.98,2.5,4.9339758702994105,0.577,False,False,False,False,False,False,False,False,False,True,False,False,0,Uttar Pradesh,Gorakhpur
373.2,9.24,-0.274,221.4,190.9,40.9,0.21313183949973943,10.78,0.88,1.02,1.7957602080524397,0.02,False,False,False,True,False,False,False,False,False,False,False,False,0,Rajasthan,Barmer
192.7,3.03,-0.131,1171.6,966.0,121.1,0.1252326783867632,8.7,1.86,2.65,3.6116759892686194,0.757,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Katihar
5.0,0.78,0.437,1099.0,870.6,96.2,0.11037173015144562,1.35,0.93,7.69,4.326185347496555,0.532,True,False,False,False,False,False,False,False,False,False,False,False,1,West Bengal,Murshidabad
16.4,3.69,0.193,1838.6,1528.4,265.3,0.17346671897476135,1.87,1.89,1.78,3.42935123903489,0.498,True,False,False,False,False,False,False,False,False,False,False,False,1,West Bengal,Murshidabad
271.0,9.68,-0.543,423.1,357.4,47.0,0.13113839285714288,0.7,0.54,5.62,1.322299619462488,0.423,True,False,False,False,False,False,False,False,False,False,False,False,0,Gujarat,Kutch
1092.4,19.24,-1.938,2282.1,1785.1,289.7,0.1621969654554616,5.51,2.32,0.02,1.9363940851914412,0.76,False,False,False,False,False,False,False,False,False,True,False,False,0,Kerala,Wayanad
489.1,0.64,-0.051,1382.1,1077.3,170.2,0.15784104609106928,3.58,0.4,4.03,3.8013252954666923,0.574,False,False,False,False,True,False,False,False,False,False,False,False,0,Odisha,Mayurbhanj
314.1,1.21,-0.699,1265.0,926.9,176.8,0.19053777346696843,1.93,0.94,1.69,3.8966786396581554,0.279,False,False,False,False,False,False,False,False,True,False,False,False,0,Tamil Nadu,Nilgiris
98.7,1.65,-0.3,888.6,658.6,63.5,0.09627046694966646,4.3,1.44,0.2,3.9789575997394544,0.528,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Supaul
64.2,1.25,-0.113,959.3,788.0,115.6,0.14651457541191382,6.67,2.13,0.31,4.626926326670165,0.236,False,False,False,False,False,False,False,False,False,True,False,False,0,Bihar,Supaul
338.2,4.2,-0.905,874.5,697.9,104.9,0.15009300329088568,0.7,0.15,1.2,1.2250546790506243,0.227,False,False,False,False,False,False,False,False,False,True,False,False,0,Telangana,Khammam
188.8,2.81,-0.202,1190.7,963.2,141.2,0.14644264675378552,0.55,1.19,1.63,3.2688824865844284,0.314,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Gorakhpur
422.5,13.82,0.454,880.9,693.3,98.4,0.14172547889961112,3.32,0.58,3.79,1.0167868091684615,0.771,False,False,False,False,False,False,False,False,False,True,False,False,0,Chhattisgarh,Bastar
244.5,1.92,0.308,446.6,368.5,36.5,0.09878213802435724,3.45,0.7,1.73,3.1723838156928785,0.318,False,False,False,False,False,False,False,False,True,False,False,False,0,Gujarat,Kutch
586.5,15.45,0.9,2030.2,1553.1,281.6,0.18119812109902841,2.27,0.63,7.75,0.9712497458253815,0.711,False,False,False,False,False,False,False,True,False,False,False,False,0,Maharashtra,Raigad
