site_id,latitude,longitude,state,district,eco_region,elevation_m,slope_deg,aspect_deg,curvature,annual_rainfall_mm,monsoon_rainfall_mm,max_daily_rainfall_mm,mean_temperature_c,dist_to_river_km,river_density_km_sqkm,dist_to_road_km,road_density_km_sqkm,ndvi,lulc,pop_density_per_sqkm,housing_quality_score,infrastructure_access,flood_label,landslide_label,wildfire_label,spatial_block_id
IND_S001005,13.84274,78.47607,Tamil Nadu,Nilgiris,Deccan_Plateau,506.3,0.7,220.6,-0.299,753.4,539.1,61.4,31.0,15.83,0.8,1.1,0.38,0.378,Scrubland,763.8,0.12,0.59,0,0,0,13_78
IND_S001006,22.85137,85.96757,Odisha,Koraput,Central_Plateau,448.6,0.95,266.4,-0.175,1462.7,1102.1,130.5,30.7,9.04,0.56,8.45,1.34,0.904,Dense_Forest,575.5,0.59,0.19,0,0,0,22_85
IND_S001007,21.06482,80.99669,Odisha,Mayurbhanj,Central_Plateau,497.1,2.73,53.0,0.583,1121.8,788.7,79.3,34.8,14.98,0.36,6.46,1.13,0.475,Plantation,26.1,0.57,0.32,0,0,1,21_80
IND_S001008,11.27483,80.08251,Telangana,Khammam,Deccan_Plateau,317.4,0.1,327.3,0.192,781.4,559.8,74.7,25.5,4.41,0.7,4.6,0.27,0.169,Settlement,3992.8,0.52,0.67,0,0,0,11_80
IND_S001009,26.25772,90.59838,Assam,Morigaon,Eastern_Himalayas_NE,277.2,11.77,324.6,3.843,3656.1,2578.8,291.4,28.4,4.81,2.17,6.3,1.28,0.369,Scrubland,150.8,0.32,0.51,0,0,0,26_90
IND_S001010,27.19498,78.49396,Uttar Pradesh,Ballia,Indo_Gangetic_Plain,82.9,0.57,189.9,-0.551,1523.1,1121.1,230.3,30.5,3.11,1.33,3.25,1.77,0.592,Water_Body,127.1,0.34,0.44,0,0,0,27_78
IND_S001011,27.42117,91.98319,Sikkim,North Sikkim,Eastern_Himalayas_NE,760.3,11.82,52.7,-1.212,2205.9,1758.2,252.8,30.2,1.55,1.5,0.34,1.19,0.101,Scrubland,184.8,0.36,0.22,0,0,0,27_91
IND_S001012,23.75762,73.22889,Rajasthan,Jaisalmer,Arid_West,246.7,0.1,33.0,-0.011,324.4,241.9,34.7,29.0,0.52,0.0,0.26,1.58,0.385,Barren_Sandy,980.3,0.39,0.49,0,0,0,23_73
IND_S001013,25.97668,73.31002,Gujarat,Kutch,Arid_West,299.1,4.09,85.9,0.186,466.5,330.7,35.8,32.2,13.28,0.0,0.22,0.73,0.088,Agricultural,275.8,0.34,0.26,0,0,0,25_73
IND_S001014,30.82698,77.20219,Himachal Pradesh,Kullu,Western_Himalayas,1322.3,23.54,118.6,3.153,1504.1,1182.7,104.9,23.3,3.18,0.56,7.63,1.35,0.593,Grassland,29.2,0.18,0.17,0,0,0,30_77
IND_S001015,20.25981,81.46533,Odisha,Mayurbhanj,Central_Plateau,455.9,13.4,254.9,0.339,1492.8,1280.7,274.2,22.7,6.49,0.18,2.27,0.65,0.641,Agricultural,223.5,0.42,0.15,0,0,0,20_81
IND_S001016,26.36044,69.61191,Gujarat,Kutch,Arid_West,64.3,2.23,58.3,0.168,564.3,439.7,93.5,32.4,20.39,0.91,2.91,0.97,0.448,Agricultural,1799.4,0.18,0.23,0,0,0,26_69
IND_S001017,27.10386,95.97699,Arunachal Pradesh,Lower Subansiri,Eastern_Himalayas_NE,896.9,19.98,341.8,0.162,2580.5,2222.9,255.8,30.1,3.13,1.6,0.5,1.28,0.145,Agricultural,610.1,0.23,0.19,0,1,0,27_95
IND_S001018,9.89822,74.31668,Kerala,Idukki,Western_Ghats,761.0,7.2,27.2,2.197,2928.4,2352.5,509.2,36.3,1.61,2.34,1.38,1.96,0.546,Dense_Forest,311.0,0.46,0.28,1,1,0,9_74
IND_S001019,23.49346,70.00013,Rajasthan,Jaisalmer,Arid_West,205.7,1.42,173.8,0.655,364.9,270.9,28.7,26.9,11.6,0.86,5.92,0.72,0.552,Agricultural,662.9,0.52,0.45,0,0,0,23_70
IND_S001020,31.31273,75.29294,Himachal Pradesh,Mandi,Western_Himalayas,2201.0,30.12,151.5,-1.48,1597.8,1135.6,156.4,21.3,9.4,1.13,3.16,0.05,0.499,Dense_Forest,56.7,0.36,0.39,0,0,0,31_75
IND_S001021,23.60325,82.32598,Chhattisgarh,Bastar,Central_Plateau,361.0,6.52,307.9,-0.623,817.6,681.4,62.5,31.2,4.78,0.52,1.1,0.05,0.695,Agricultural,665.4,0.49,0.17,0,0,1,23_82
IND_S001022,27.58711,92.28434,Assam,Morigaon,Eastern_Himalayas_NE,80.0,8.69,294.4,-4.329,2376.5,1989.2,176.7,34.2,1.36,0.67,0.7,0.46,0.13,Settlement,1105.5,0.4,0.81,0,0,0,27_92
IND_S001023,26.27629,72.54333,Gujarat,Kutch,Arid_West,246.2,3.33,68.3,-0.075,372.9,308.0,50.1,29.9,4.86,0.77,0.84,1.03,0.254,Agricultural,896.9,0.19,0.2,0,0,0,26_72
IND_S001024,23.84846,69.70186,Rajasthan,Barmer,Arid_West,192.9,8.56,175.1,-0.165,450.1,329.2,67.3,33.4,0.52,0.6,8.69,0.4,0.241,Scrubland,557.9,0.12,0.59,0,0,0,23_69
IND_S001025,25.15892,70.32339,Gujarat,Kutch,Arid_West,198.8,1.14,165.5,0.117,411.2,334.8,68.3,36.5,1.45,0.6,14.02,0.47,0.02,Settlement,1789.8,0.51,0.72,0,0,0,25_70
IND_S001026,25.10785,82.81858,Uttar Pradesh,Ballia,Indo_Gangetic_Plain,5.9,6.33,189.5,0.153,837.1,664.4,55.8,35.3,1.78,1.52,1.16,0.67,0.307,Water_Body,248.0,0.44,0.59,0,0,0,25_82
IND_S001027,16.23836,78.04678,Tamil Nadu,Nilgiris,Deccan_Plateau,321.2,0.7,253.3,0.316,1303.2,1070.9,235.0,27.5,9.18,0.0,0.36,1.8,0.431,Barren_Sandy,34.7,0.37,0.25,0,0,0,16_78
IND_S001028,11.26379,79.11517,Andhra Pradesh,East Godavari,Deccan_Plateau,304.0,2.53,132.8,0.222,758.0,538.0,78.2,36.8,1.76,0.23,7.17,1.24,0.352,Agricultural,733.0,0.59,0.47,0,0,0,11_79
IND_S001029,25.20482,80.38717,West Bengal,Murshidabad,Indo_Gangetic_Plain,6.7,2.01,66.5,0.179,651.2,478.7,54.6,34.7,2.47,2.02,6.03,0.05,0.425,Wetland,84.5,0.24,0.56,0,0,0,25_80
IND_S001030,11.07118,80.70089,Andhra Pradesh,East Godavari,Deccan_Plateau,566.1,0.72,191.8,0.094,681.5,592.8,107.4,27.4,5.52,0.0,16.38,1.33,0.221,Scrubland,28.5,0.57,0.39,0,0,0,11_80
IND_S001031,33.64238,76.65415,Jammu & Kashmir,Doda,Western_Himalayas,3370.4,20.35,8.8,0.435,1415.4,1232.1,242.2,10.1,8.97,0.81,6.8,0.17,0.327,Barren_Rocky,155.2,0.58,0.6,0,0,0,33_76
IND_S001032,13.42492,74.80973,Kerala,Wayanad,Western_Ghats,635.5,26.19,224.5,1.967,4020.8,2844.6,410.9,32.5,2.95,0.48,1.16,2.17,0.682,Settlement,6214.2,0.54,0.66,0,0,0,13_74
IND_S001033,26.09036,90.55852,Arunachal Pradesh,Lower Subansiri,Eastern_Himalayas_NE,946.2,19.6,65.2,-0.62,1542.9,1245.3,156.8,23.2,1.88,1.79,1.83,1.01,0.436,Scrubland,313.9,0.16,0.18,0,0,0,26_90
IND_S001034,29.98713,78.60923,Uttarakhand,Chamoli,Western_Himalayas,2539.3,46.34,33.3,-3.452,933.6,659.4,63.7,18.4,4.21,0.74,8.22,2.26,0.649,Open_Forest,197.7,0.13,0.47,0,0,0,29_78
IND_S001035,30.73684,79.08945,Himachal Pradesh,Mandi,Western_Himalayas,1015.9,31.62,26.6,-1.768,1756.0,1352.2,282.3,24.2,12.86,0.66,1.04,1.59,0.85,Dense_Forest,43.1,0.21,0.15,0,0,0,30_79
IND_S001036,23.31944,83.29507,Odisha,Mayurbhanj,Central_Plateau,316.4,0.55,184.1,-0.206,1528.7,1139.1,133.1,32.4,10.53,1.25,0.02,1.47,0.67,Water_Body,125.6,0.55,0.31,0,0,0,23_83
IND_S001037,24.61133,82.4814,Uttar Pradesh,Gorakhpur,Indo_Gangetic_Plain,164.9,2.39,163.3,0.141,879.3,618.8,60.5,31.7,0.73,2.93,0.7,0.38,0.585,Barren,712.2,0.17,0.53,0,0,0,24_82
IND_S001038,19.59286,85.19296,Chhattisgarh,Bastar,Central_Plateau,536.0,3.05,82.8,0.68,1136.3,915.6,132.1,28.7,11.44,0.48,0.7,0.22,0.847,Agricultural,1010.1,0.59,0.49,0,0,0,19_85
IND_S001039,34.46942,76.56334,Himachal Pradesh,Mandi,Western_Himalayas,2408.4,26.15,283.7,1.023,1518.8,1291.8,224.1,19.7,4.14,0.98,1.51,1.53,0.371,Open_Forest,18.9,0.49,0.17,0,1,0,34_76
IND_S001040,25.35671,81.86495,Uttar Pradesh,Gorakhpur,Indo_Gangetic_Plain,5.0,10.39,271.1,-0.054,741.2,609.4,63.7,32.7,2.86,1.84,3.96,2.02,0.61,Agricultural,573.6,0.59,0.41,0,0,0,25_81
IND_S001041,12.67433,74.94815,Karnataka,Uttara Kannada,Western_Ghats,1264.0,15.63,87.5,-0.164,2937.6,2516.5,426.0,27.8,1.5,2.03,6.72,1.42,0.724,Plantation,164.0,0.48,0.35,0,0,0,12_74
IND_S001042,23.36094,82.42056,Madhya Pradesh,Balaghat,Central_Plateau,463.5,2.73,284.1,-0.365,1284.8,1112.8,243.5,27.9,1.7,0.4,11.23,1.73,0.62,Dense_Forest,93.9,0.44,0.55,0,0,0,23_82
IND_S001043,27.43744,85.95695,West Bengal,Murshidabad,Indo_Gangetic_Plain,218.8,0.35,188.7,0.362,785.6,560.7,80.5,33.2,0.11,1.52,6.97,0.46,0.658,Agricultural,1049.7,0.38,0.27,0,0,0,27_85
IND_S001044,12.86143,76.15164,Kerala,Wayanad,Western_Ghats,664.6,9.38,171.9,1.943,2330.6,1696.3,154.1,32.6,0.61,1.9,0.38,1.41,0.688,Agricultural,77.3,0.46,0.45,0,0,0,12_76
IND_S001045,14.1251,81.03992,Tamil Nadu,Nilgiris,Deccan_Plateau,347.6,2.73,120.3,0.008,730.8,585.1,55.4,28.8,13.79,0.71,0.47,0.14,0.34,Agricultural,440.3,0.14,0.49,0,0,0,14_81
IND_S001046,10.20736,75.8547,Kerala,Wayanad,Western_Ghats,1068.7,13.3,289.5,-0.343,2602.0,1996.1,188.7,24.9,3.16,2.12,3.07,1.52,0.513,Plantation,205.8,0.59,0.58,0,0,0,10_75
IND_S001047,27.98436,94.23938,Sikkim,North Sikkim,Eastern_Himalayas_NE,921.0,8.76,34.5,1.22,3030.6,2530.2,550.0,25.8,2.27,2.07,10.09,0.05,0.395,Agricultural,161.5,0.57,0.12,1,0,0,27_94
IND_S001048,30.31111,77.7665,Himachal Pradesh,Kullu,Western_Himalayas,2396.9,28.48,30.3,1.684,1041.2,827.4,130.0,17.8,9.89,0.56,0.93,1.93,0.716,Dense_Forest,345.4,0.11,0.22,0,1,0,30_77
IND_S001049,15.62393,78.05564,Tamil Nadu,Nilgiris,Deccan_Plateau,364.6,0.32,184.3,-0.255,1188.2,981.1,196.7,26.3,16.38,0.87,7.73,1.98,0.089,Barren_Sandy,248.5,0.46,0.5,0,0,0,15_78
IND_S001050,32.64477,75.25864,Jammu & Kashmir,Doda,Western_Himalayas,1970.6,39.9,354.1,2.446,1293.8,1108.6,95.6,22.6,3.94,0.46,1.14,0.65,0.294,Dense_Forest,5.0,0.19,0.54,0,1,0,32_75
IND_S001051,16.44708,78.13665,Andhra Pradesh,East Godavari,Deccan_Plateau,310.3,6.55,31.2,0.351,1055.1,834.6,143.3,25.3,2.83,0.39,0.47,2.22,0.333,Scrubland,311.8,0.44,0.52,0,0,0,16_78
IND_S001052,10.19257,75.15369,Karnataka,Uttara Kannada,Western_Ghats,837.6,25.4,83.9,0.843,3466.0,2537.8,349.1,29.6,3.84,1.68,3.62,0.72,0.801,Dense_Forest,1687.8,0.12,0.35,0,0,0,10_75
IND_S001053,24.21032,71.66047,Rajasthan,Jaisalmer,Arid_West,296.0,2.35,43.3,-0.43,347.3,287.3,58.1,25.8,45.57,1.23,0.08,0.44,0.145,Scrubland,91.7,0.23,0.23,0,0,0,24_71
IND_S001054,21.57201,81.10053,Chhattisgarh,Bastar,Central_Plateau,556.7,0.64,132.1,0.414,742.8,642.5,75.5,28.4,5.9,0.37,13.58,1.51,0.788,Plantation,351.9,0.56,0.36,0,0,0,21_81
IND_S001055,27.35473,69.76763,Rajasthan,Barmer,Arid_West,180.8,3.19,47.1,-0.183,512.8,417.2,62.5,35.3,7.88,0.66,1.01,0.42,0.144,Settlement,641.6,0.38,0.49,0,0,0,27_69
IND_S001056,24.90824,84.15008,Bihar,Supaul,Indo_Gangetic_Plain,93.3,0.28,200.9,-0.447,645.5,550.9,73.5,30.5,2.65,1.46,0.44,1.56,0.583,Water_Body,500.4,0.11,0.29,1,0,0,24_84
IND_S001057,20.80003,83.35114,Odisha,Koraput,Central_Plateau,501.5,0.67,301.0,-0.208,800.4,619.0,124.6,29.5,4.47,0.31,1.13,0.94,0.755,Water_Body,8.5,0.16,0.26,0,0,0,20_83
IND_S001058,25.57263,78.40465,West Bengal,Murshidabad,Indo_Gangetic_Plain,22.4,0.1,224.4,-0.226,674.4,495.6,56.1,37.7,7.0,1.78,0.14,1.13,0.547,Agricultural,350.9,0.53,0.24,0,0,0,25_78
IND_S001059,26.04519,87.8899,Uttar Pradesh,Gorakhpur,Indo_Gangetic_Plain,5.0,4.25,26.1,0.09,931.1,804.1,96.7,33.8,3.29,0.93,7.11,1.79,0.369,Agricultural,275.5,0.2,0.17,0,0,1,26_87
IND_S001060,15.24421,75.91805,Kerala,Idukki,Western_Ghats,80.0,7.1,353.0,1.411,2872.7,2313.6,408.6,31.6,2.81,1.5,0.45,0.79,0.75,Agricultural,1332.4,0.41,0.14,1,0,0,15_75
IND_S001061,11.31821,80.48769,Andhra Pradesh,East Godavari,Deccan_Plateau,422.1,5.93,235.0,0.083,1078.4,855.6,91.2,29.7,22.89,1.17,0.78,0.18,0.298,Scrubland,161.6,0.26,0.29,0,0,0,11_80
IND_S001062,23.62129,74.58946,Gujarat,Kutch,Arid_West,122.1,3.15,307.3,-0.537,397.1,332.9,69.5,34.2,2.56,0.34,10.0,1.68,0.533,Barren_Sandy,587.3,0.55,0.55,0,0,0,23_74
IND_S001063,23.73026,81.84603,Madhya Pradesh,Balaghat,Central_Plateau,304.4,1.86,52.3,0.091,1011.6,806.9,132.9,33.9,14.49,0.59,7.86,0.61,0.645,Dense_Forest,486.1,0.14,0.42,0,0,0,23_81
IND_S001064,26.20301,82.25726,Bihar,Katihar,Indo_Gangetic_Plain,5.0,2.06,147.7,0.207,1423.9,1143.4,202.7,34.3,2.05,1.03,3.54,0.94,0.602,Settlement,2554.4,0.34,0.61,0,0,0,26_82
IND_S001065,25.96592,84.4891,Bihar,Katihar,Indo_Gangetic_Plain,289.0,0.53,57.9,-0.015,1429.6,1234.7,209.7,30.0,0.98,1.3,0.87,1.91,0.598,Water_Body,300.7,0.55,0.11,1,0,0,25_84
IND_S001066,20.19695,84.77683,Odisha,Koraput,Central_Plateau,511.4,1.89,215.7,-0.284,1260.2,1049.9,204.6,28.9,6.52,0.43,3.25,2.41,0.804,Water_Body,173.3,0.38,0.45,0,0,0,20_84
IND_S001067,27.27539,93.3023,Meghalaya,East Khasi Hills,Eastern_Himalayas_NE,1310.2,20.34,270.3,-1.24,2905.5,2274.1,217.3,23.4,3.2,2.33,5.9,1.4,0.341,Scrubland,319.1,0.26,0.19,0,0,0,27_93
IND_S001068,30.32217,78.11869,Jammu & Kashmir,Doda,Western_Himalayas,1697.3,31.03,46.9,0.248,1286.3,964.0,207.4,26.8,1.75,1.08,0.48,1.76,0.559,Dense_Forest,248.4,0.2,0.49,0,1,0,30_78
IND_S001069,27.4508,83.54546,Bihar,Katihar,Indo_Gangetic_Plain,27.6,11.96,85.2,-0.348,1137.0,806.1,102.4,32.9,1.42,1.5,1.3,1.87,0.537,Agricultural,32.1,0.29,0.17,0,0,0,27_83
IND_S001070,26.91265,91.96779,Assam,Dhemaji,Eastern_Himalayas_NE,2101.1,5.53,200.8,1.512,2185.5,1819.5,342.0,17.9,0.93,1.89,7.15,1.05,0.275,Agricultural,971.3,0.3,0.15,0,0,0,26_91
IND_S001071,26.12123,95.91736,Sikkim,North Sikkim,Eastern_Himalayas_NE,936.9,27.45,147.1,0.001,2126.9,1740.9,346.0,25.3,1.12,2.88,0.21,1.51,0.462,Scrubland,19.2,0.22,0.44,0,0,0,26_95
IND_S001072,25.66621,91.32853,Assam,Dhemaji,Eastern_Himalayas_NE,562.1,13.45,131.6,-0.344,2984.1,2518.1,550.0,27.4,0.61,1.73,0.69,1.02,0.153,Scrubland,680.6,0.39,0.59,1,0,0,25_91
IND_S001073,34.2584,77.64028,Uttarakhand,Rudraprayag,Western_Himalayas,1480.6,48.2,25.0,-1.668,1120.4,919.7,89.5,26.0,49.41,0.67,2.73,0.98,0.76,Dense_Forest,426.6,0.43,0.23,0,0,1,34_77
IND_S001074,30.05692,77.90759,Himachal Pradesh,Mandi,Western_Himalayas,1882.3,21.04,202.6,-2.369,1878.8,1561.6,286.2,23.9,38.31,0.44,1.5,1.11,0.375,Settlement,7389.4,0.69,0.45,0,1,0,30_77
IND_S001075,24.32788,71.21856,Rajasthan,Jaisalmer,Arid_West,349.0,1.37,355.3,0.094,466.0,353.6,66.0,29.1,8.42,0.58,0.97,1.01,0.226,Scrubland,17.9,0.54,0.38,0,0,0,24_71
IND_S001076,26.34177,80.12619,Bihar,Katihar,Indo_Gangetic_Plain,128.2,1.72,78.6,-0.43,1321.5,1097.6,119.7,27.6,6.83,1.69,2.95,0.05,0.721,Water_Body,26.7,0.45,0.3,0,0,1,26_80
IND_S001077,26.4994,87.71996,Uttar Pradesh,Ballia,Indo_Gangetic_Plain,116.2,2.39,122.9,-0.149,1144.0,899.1,168.9,32.9,0.12,1.84,1.2,1.69,0.39,Agricultural,52.1,0.24,0.36,0,0,0,26_87
IND_S001078,21.48533,81.86112,Madhya Pradesh,Balaghat,Central_Plateau,439.0,4.42,243.3,-0.6,745.8,603.9,100.1,31.8,4.53,0.64,6.66,1.43,0.764,Plantation,129.0,0.17,0.29,0,0,0,21_81
IND_S001079,26.07488,94.73926,Meghalaya,East Khasi Hills,Eastern_Himalayas_NE,689.3,11.14,341.3,-2.093,3742.1,3279.5,550.0,26.2,0.16,2.82,0.72,1.48,0.262,Scrubland,112.2,0.25,0.14,1,1,0,26_94
IND_S001080,23.78295,71.44444,Rajasthan,Jaisalmer,Arid_West,305.1,4.83,46.1,0.019,371.4,312.7,49.3,31.5,8.47,1.07,0.1,1.37,0.218,Barren_Sandy,273.4,0.4,0.41,0,0,0,23_71
IND_S001081,22.01261,83.37885,Madhya Pradesh,Balaghat,Central_Plateau,473.2,9.76,263.6,0.525,1638.5,1307.3,210.8,25.4,13.62,1.31,1.01,1.25,0.488,Dense_Forest,533.8,0.17,0.23,0,0,0,22_83
IND_S001082,32.74392,79.47858,Uttarakhand,Rudraprayag,Western_Himalayas,2015.7,13.71,217.8,1.848,1401.9,1110.8,219.0,18.8,19.54,0.64,3.98,1.67,0.545,Grassland,212.9,0.13,0.2,0,0,0,32_79
IND_S001083,25.49889,81.34876,West Bengal,Murshidabad,Indo_Gangetic_Plain,19.5,3.54,224.4,-0.614,1534.6,1301.6,273.6,29.1,5.34,2.25,3.85,0.38,0.228,Settlement,425.4,0.74,0.4,0,0,0,25_81
IND_S001084,11.27947,78.94143,Andhra Pradesh,East Godavari,Deccan_Plateau,494.7,1.01,107.8,-0.208,523.8,375.2,40.8,30.7,19.6,0.8,6.76,1.36,0.02,Scrubland,266.9,0.11,0.58,0,0,0,11_78
IND_S001085,24.87458,74.40695,Rajasthan,Barmer,Arid_West,180.0,1.5,243.5,0.142,419.9,325.9,39.2,28.2,3.88,0.92,7.95,0.61,0.306,Agricultural,345.4,0.34,0.43,0,0,0,24_74
IND_S001086,27.24402,78.62903,West Bengal,Murshidabad,Indo_Gangetic_Plain,84.9,10.02,49.7,0.108,962.7,754.9,79.5,29.6,0.91,1.7,6.15,0.56,0.689,Agricultural,178.5,0.12,0.28,0,0,0,27_78
IND_S001087,9.02751,74.56774,Kerala,Wayanad,Western_Ghats,904.2,19.19,261.8,0.89,4042.9,2857.7,405.3,28.7,3.39,2.44,6.28,1.15,0.554,Dense_Forest,106.0,0.15,0.3,0,0,0,9_74
IND_S001088,26.58612,94.77348,Arunachal Pradesh,Lower Subansiri,Eastern_Himalayas_NE,572.4,17.19,124.4,0.617,3206.2,2307.3,437.5,33.0,1.27,1.34,0.57,1.22,0.312,Scrubland,274.6,0.34,0.12,0,1,0,26_94
IND_S001089,27.99024,74.9732,Rajasthan,Jaisalmer,Arid_West,116.3,2.13,219.7,-0.172,296.9,224.3,48.9,33.8,6.92,1.66,7.28,1.25,0.052,Agricultural,530.9,0.49,0.58,0,0,0,27_74
IND_S001090,28.11711,91.02535,Assam,Morigaon,Eastern_Himalayas_NE,1526.1,7.66,251.7,0.441,2868.3,2339.6,354.9,22.9,0.76,0.82,9.51,1.59,0.403,Settlement,1742.5,0.66,0.66,1,0,0,28_91
IND_S001091,24.62905,70.55468,Gujarat,Kutch,Arid_West,241.5,2.07,137.9,0.111,643.8,548.9,74.2,32.0,0.42,0.77,0.68,1.61,0.241,Scrubland,162.2,0.55,0.18,0,0,0,24_70
IND_S001092,10.99711,76.9157,Maharashtra,Raigad,Western_Ghats,816.8,30.09,188.4,-0.656,3558.6,2832.8,550.0,22.1,0.95,1.76,1.94,1.13,0.749,Dense_Forest,289.0,0.52,0.52,0,0,0,10_76
IND_S001093,8.56509,74.51825,Karnataka,Uttara Kannada,Western_Ghats,1620.6,31.18,83.6,0.157,4282.1,3758.6,317.2,23.7,1.37,2.42,1.37,1.37,0.697,Plantation,448.1,0.27,0.28,0,0,0,8_74
IND_S001094,13.86757,75.87072,Maharashtra,Raigad,Western_Ghats,950.0,21.81,215.9,0.972,2324.5,2001.3,172.0,27.8,2.25,1.04,0.15,1.55,0.669,Settlement,5421.1,0.33,0.54,0,1,0,13_75
IND_S001095,25.89894,94.30424,Assam,Dhemaji,Eastern_Himalayas_NE,631.9,11.83,87.0,1.126,1703.3,1374.4,285.1,28.4,3.62,1.79,1.93,0.06,0.164,Settlement,13872.0,0.69,0.41,0,0,0,25_94
IND_S001096,26.00453,92.00982,Arunachal Pradesh,Lower Subansiri,Eastern_Himalayas_NE,1097.7,20.92,270.1,-0.035,2571.6,2087.9,313.2,26.1,1.21,2.29,2.32,0.92,0.414,Agricultural,17.6,0.52,0.35,0,0,0,26_92
IND_S001097,27.90787,91.98086,Arunachal Pradesh,Lower Subansiri,Eastern_Himalayas_NE,1315.0,54.29,68.3,-0.844,2438.4,1744.6,253.3,26.4,0.17,1.79,2.49,0.6,0.535,Scrubland,198.6,0.42,0.25,0,1,0,27_91
IND_S001098,25.835,90.00998,Arunachal Pradesh,Lower Subansiri,Eastern_Himalayas_NE,1273.3,23.06,64.6,1.175,2728.1,2099.3,171.1,26.7,10.07,1.94,4.46,1.19,0.02,Barren_Sandy,521.8,0.5,0.48,0,0,0,25_90
IND_S001099,22.4527,80.60814,Madhya Pradesh,Balaghat,Central_Plateau,577.9,3.75,223.5,0.184,1194.3,851.2,140.3,23.8,14.01,0.5,3.74,0.86,0.897,Settlement,1183.6,0.57,0.87,0,0,0,22_80
IND_S001100,27.41417,86.10287,Uttar Pradesh,Ballia,Indo_Gangetic_Plain,5.0,2.07,181.9,-0.489,520.5,374.4,51.9,31.0,9.35,1.34,0.31,2.57,0.555,Agricultural,6.8,0.14,0.28,0,0,1,27_86
IND_S001101,34.37025,77.78277,Uttarakhand,Rudraprayag,Western_Himalayas,1360.0,32.22,211.6,-1.446,1526.5,1182.7,201.6,28.0,1.24,0.98,2.53,1.96,0.708,Open_Forest,21.4,0.56,0.48,0,1,0,34_77
IND_S001102,27.26261,72.20996,Rajasthan,Barmer,Arid_West,147.8,0.17,60.9,-0.484,473.2,344.8,59.8,34.7,3.08,0.67,1.4,1.49,0.146,Barren_Sandy,52.1,0.23,0.18,0,0,0,27_72
IND_S001103,11.48896,80.74085,Tamil Nadu,Nilgiris,Deccan_Plateau,454.9,15.0,78.2,0.738,632.5,463.5,83.3,29.0,0.2,0.71,2.04,1.78,0.166,Settlement,3488.6,0.47,0.44,0,0,0,11_80
IND_S001104,26.95779,71.98896,Gujarat,Kutch,Arid_West,170.7,0.77,164.0,0.482,270.8,234.7,38.2,28.4,2.32,0.35,15.28,0.46,0.569,Agricultural,519.1,0.29,0.25,0,0,0,26_71
IND_S001105,26.44962,70.43909,Gujarat,Kutch,Arid_West,110.2,2.98,71.7,-0.501,363.4,281.5,41.0,34.4,11.15,0.24,0.81,1.17,0.285,Agricultural,116.7,0.4,0.28,0,0,0,26_70
IND_S001106,28.37875,94.69896,Assam,Morigaon,Eastern_Himalayas_NE,351.2,11.13,344.1,-1.865,3003.8,2312.0,281.5,30.5,0.31,2.19,3.06,0.97,0.588,Barren_Sandy,75.0,0.58,0.43,0,0,0,28_94
IND_S001107,26.2023,78.71337,Bihar,Supaul,Indo_Gangetic_Plain,5.0,0.43,47.4,-0.451,909.0,763.7,76.4,35.9,1.88,1.52,2.83,0.96,0.444,Settlement,300.0,0.73,0.58,0,0,0,26_78
IND_S001108,22.21252,82.69945,Odisha,Koraput,Central_Plateau,339.3,5.24,39.7,-0.935,1325.5,967.8,112.1,29.2,29.93,0.97,7.98,1.48,0.716,Water_Body,607.8,0.32,0.36,0,0,0,22_82
IND_S001109,23.54318,84.27927,Odisha,Koraput,Central_Plateau,483.0,0.16,225.0,0.025,851.3,611.7,119.8,28.0,19.32,1.13,0.72,1.34,0.88,Dense_Forest,30.8,0.19,0.53,0,0,0,23_84
IND_S001110,25.37743,90.14248,Meghalaya,East Khasi Hills,Eastern_Himalayas_NE,80.0,14.08,143.6,-1.853,2020.7,1620.0,256.3,32.8,4.49,2.57,1.13,1.62,0.148,Agricultural,33.4,0.15,0.48,0,0,0,25_90
IND_S001111,16.28437,79.26572,Telangana,Khammam,Deccan_Plateau,394.7,3.49,86.9,-0.107,925.9,798.7,170.7,27.4,0.2,0.67,0.95,1.93,0.146,Scrubland,15.5,0.51,0.43,0,0,0,16_79
IND_S001112,26.57015,90.36269,Sikkim,North Sikkim,Eastern_Himalayas_NE,516.2,12.49,96.8,0.786,2303.3,1730.6,318.4,23.9,0.39,2.44,7.34,0.06,0.357,Settlement,3547.3,0.44,0.74,0,0,0,26_90
IND_S001113,27.97721,92.209,Meghalaya,East Khasi Hills,Eastern_Himalayas_NE,967.9,50.59,20.3,-1.806,2560.7,2184.8,197.4,27.6,3.65,2.11,3.79,0.53,0.243,Agricultural,699.7,0.27,0.22,0,1,0,27_92
IND_S001114,11.77489,74.47039,Kerala,Wayanad,Western_Ghats,994.5,14.24,357.2,-1.47,2940.7,2330.4,338.7,27.1,0.16,1.86,2.61,1.14,0.724,Dense_Forest,112.1,0.56,0.29,0,0,0,11_74
IND_S001115,9.63059,73.82048,Maharashtra,Raigad,Western_Ghats,820.4,24.83,321.5,1.365,2588.8,1873.6,272.2,24.8,3.3,2.74,0.16,1.5,0.748,Agricultural,724.6,0.44,0.2,0,0,0,9_73
IND_S001116,14.3316,75.36727,Karnataka,Uttara Kannada,Western_Ghats,438.1,27.8,311.4,-0.13,2170.9,1909.6,191.6,29.1,1.59,1.85,1.27,0.05,0.635,Plantation,165.4,0.59,0.14,0,0,0,14_75
