elevation_m,slope_deg,south_facing_aspect_index,mean_temperature_c,annual_rainfall_mm,fuel_aridity_index,ndvi,dist_to_road_km,dist_to_river_km,lulc_Agricultural,lulc_Barren,lulc_Barren_Rocky,lulc_Barren_Sandy,lulc_Dense_Forest,lulc_Grassland,lulc_Open_Forest,lulc_Plantation,lulc_Scrubland,lulc_Settlement,lulc_Water_Body,lulc_Wetland,wildfire_label,state,district
2413.1,42.42,-0.9612616959383189,18.7,1304.2,7.617433414043582,0.572,8.28,16.03,False,False,False,False,False,False,True,False,False,False,False,False,0,Himachal Pradesh,Mandi
337.2,0.55,0.5764323161697933,31.8,742.4,17.553418803418808,0.465,2.1,11.76,False,False,False,False,False,False,False,False,True,False,False,False,0,Tamil Nadu,Nilgiris
1925.8,20.38,0.8660254037844387,19.9,2777.6,3.4024186822351954,0.492,10.71,1.07,True,False,False,False,False,False,False,False,False,False,False,False,0,Kerala,Wayanad
96.8,4.3,0.8779829754279806,29.4,1252.9,6.302017887500923,0.29,1.09,0.91,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Ballia
470.5,32.83,0.9070440142914649,29.8,2095.1,8.74274520522983,0.644,1.73,2.53,False,False,False,False,False,False,False,True,False,False,False,False,0,Maharashtra,Raigad
602.1,51.67,0.9488760116444965,27.8,3415.5,5.575024889773858,0.705,3.37,0.62,False,False,False,False,True,False,False,False,False,False,False,False,1,Kerala,Wayanad
2250.8,65.0,-0.017452406437283477,20.6,1564.7,5.679942331951703,0.459,1.14,4.89,False,False,False,False,False,False,True,False,False,False,False,False,0,Uttarakhand,Rudraprayag
398.1,3.16,-0.5120428648705717,28.2,1163.1,14.065394663922095,0.63,7.14,40.24,True,False,False,False,False,False,False,False,False,False,False,False,0,Madhya Pradesh,Balaghat
687.6,28.6,-0.9999619230641713,30.6,1829.8,0.42812726707430826,0.027,1.97,0.5,False,False,False,False,False,False,False,False,True,False,False,False,0,Meghalaya,East Khasi Hills
519.5,0.77,-0.3567379993196249,27.9,1414.5,13.92697259821723,0.756,2.08,7.65,False,False,False,False,False,False,False,True,False,False,False,False,0,Madhya Pradesh,Balaghat
422.3,0.1,-0.5105429179116057,32.8,986.6,3.743051720964476,0.124,3.94,2.02,True,False,False,False,False,False,False,False,False,False,False,False,0,Andhra Pradesh,East Godavari
484.3,2.49,-0.08715574274765824,31.7,881.6,16.050224123879378,0.497,2.91,2.09,False,False,False,False,False,False,False,False,True,False,False,False,0,Tamil Nadu,Nilgiris
80.0,8.94,-0.8964864303834403,31.1,2442.4,8.183566708621774,0.669,3.46,9.84,False,False,False,False,False,False,False,True,False,False,False,False,0,Kerala,Wayanad
658.7,7.24,-0.29237170472273666,23.4,2287.4,8.15481276702689,0.832,0.69,4.43,False,False,False,False,True,False,False,False,False,False,False,False,0,Kerala,Wayanad
1485.2,53.57,0.12186934340514749,24.6,1885.8,10.158122670963843,0.82,0.21,6.02,False,False,False,False,True,False,False,False,False,False,False,False,1,Jammu & Kashmir,Doda
563.0,1.03,0.8580649057236445,25.9,1164.0,15.162974683544304,0.74,1.39,3.31,False,False,False,False,False,False,False,True,False,False,False,False,0,Chhattisgarh,Bastar
199.1,25.97,-0.46174861323503374,31.7,2225.8,7.060194341731877,0.518,0.21,0.82,False,False,False,False,False,False,False,False,True,False,False,False,0,Assam,Dhemaji
71.8,1.04,0.9438009515832294,32.8,1074.4,21.198228882833785,0.759,0.02,1.37,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Katihar
993.5,16.04,-0.9426414910921783,26.7,2543.1,1.2829253528054179,0.127,0.1,0.59,False,False,False,False,False,False,False,False,True,False,False,False,0,Meghalaya,East Khasi Hills
2088.8,23.77,-0.2873605198497118,20.5,1679.6,7.487637671386829,0.65,2.86,13.08,False,False,True,False,False,False,False,False,False,False,False,False,0,Himachal Pradesh,Mandi
288.4,32.04,-0.7604059656000309,28.4,2808.9,7.6835917357076555,0.787,0.06,0.7,False,False,False,False,False,False,False,True,False,False,False,False,0,Kerala,Idukki
2806.7,26.7,-0.013962180339145452,17.8,1691.9,5.354205033763044,0.539,1.84,9.59,False,False,False,False,True,False,False,False,False,False,False,False,0,Himachal Pradesh,Kullu
346.7,1.47,-0.9640954042341102,30.3,1270.5,13.154688070047428,0.595,3.19,1.29,True,False,False,False,False,False,False,False,False,False,False,False,0,Madhya Pradesh,Balaghat
5.0,2.26,0.9999984769132877,30.5,1029.9,7.666165147358171,0.284,0.24,0.18,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Gorakhpur
2629.1,15.2,0.579281172342679,21.0,1981.1,6.246215943491424,0.619,1.55,34.05,False,False,True,False,False,False,False,False,False,False,False,False,0,Uttarakhand,Rudraprayag
1652.8,35.75,0.9909831997148363,23.1,3387.1,6.094462447305785,0.92,4.85,0.42,False,False,False,False,False,False,False,True,False,False,False,False,0,Karnataka,Kodagu
2717.7,41.51,0.9999025240093042,19.3,970.4,12.621449925261585,0.7,6.09,3.22,False,False,False,False,True,False,False,False,False,False,False,False,0,Uttarakhand,Chamoli
1621.3,35.76,-0.5821229701572896,20.9,2006.5,0.7342036553524803,0.074,7.46,0.14,True,False,False,False,False,False,False,False,False,False,False,False,0,Meghalaya,East Khasi Hills
336.2,7.88,-0.898794046299167,33.8,910.6,18.52879477538096,0.554,4.15,7.7,False,False,False,False,False,False,False,True,False,False,False,False,0,Odisha,Mayurbhanj
2004.9,10.93,0.7408045962867502,22.5,1737.9,9.438761630121334,0.771,8.62,7.45,False,False,False,False,True,False,False,False,False,False,False,False,0,Himachal Pradesh,Mandi
474.4,1.39,0.9960410654107696,22.6,884.1,8.841581140128037,0.385,2.68,7.54,True,False,False,False,False,False,False,False,False,False,False,False,0,Andhra Pradesh,East Godavari
2166.7,32.34,0.8535507972753273,22.9,715.4,16.906794211429972,0.602,2.68,5.47,False,False,False,False,False,False,True,False,False,False,False,False,0,Jammu & Kashmir,Doda
500.1,3.94,0.01570731731182087,32.3,2988.6,3.8589328498348765,0.369,0.11,2.12,False,False,False,False,False,False,False,False,True,False,False,False,0,Arunachal Pradesh,Lower Subansiri
557.3,2.28,0.9950555699612263,29.0,1893.6,12.640951043338683,0.869,1.15,10.56,False,False,False,False,True,False,False,False,False,False,False,False,0,Madhya Pradesh,Balaghat
14.0,0.55,-0.28401534470392265,31.2,1037.3,12.015826958586125,0.438,4.54,2.61,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Ballia
2305.1,31.58,0.3616245700820922,18.5,961.3,10.859794591538678,0.623,0.65,5.64,False,False,False,False,True,False,False,False,False,False,False,False,1,Himachal Pradesh,Kullu
5.0,1.45,0.9323238012155123,31.7,1807.3,8.775546584176585,0.528,0.88,0.59,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Katihar
994.9,11.44,-0.9809551553491915,26.1,2730.3,1.3740239550577675,0.149,9.19,0.59,False,False,False,False,False,False,False,False,True,False,False,False,0,Assam,Morigaon
403.6,0.21,0.9948807088287882,28.6,966.9,13.054831755553474,0.487,0.48,4.2,False,False,False,False,False,False,False,False,True,False,False,False,0,Andhra Pradesh,East Godavari
7.0,1.73,0.9939609554551797,27.0,1364.7,13.64101863862907,0.74,0.29,0.77,False,False,False,False,False,False,False,False,False,False,False,True,0,West Bengal,Murshidabad
384.3,0.19,0.869494929505219,27.4,1484.8,12.361812216052497,0.715,1.26,10.68,False,False,False,False,True,False,False,False,False,False,False,False,0,Odisha,Koraput
277.3,5.16,-0.593418886603701,28.4,558.5,7.67684130599848,0.178,0.12,15.63,False,False,False,False,False,False,False,False,True,False,False,False,0,Tamil Nadu,Nilgiris
175.1,6.91,-0.33216113188370283,31.3,913.3,8.185631106286392,0.265,0.87,0.65,False,False,False,False,False,False,False,False,False,True,False,False,0,Bihar,Supaul
212.5,0.13,0.24868988716485496,32.8,456.5,4.066846361185983,0.069,2.14,1.3,False,False,False,False,False,False,False,False,False,True,False,False,0,Rajasthan,Barmer
35.7,6.42,0.2890317969444716,32.9,1138.8,9.2156118824669,0.347,1.78,1.68,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Supaul
270.2,1.63,0.2706004459758635,31.0,472.4,29.786862334032147,0.55,1.63,24.07,True,False,False,False,False,False,False,False,False,False,False,False,0,Rajasthan,Barmer
2757.2,24.63,-0.9999451693655121,17.0,1367.3,8.72418728276426,0.753,0.88,3.76,False,False,True,False,False,False,False,False,False,False,False,False,0,Himachal Pradesh,Mandi
406.5,0.37,-0.9583225744651331,29.8,1011.9,13.775699253529993,0.514,4.27,0.46,False,False,False,False,False,False,False,True,False,False,False,False,0,Madhya Pradesh,Balaghat
5.0,1.36,0.2940403252323039,31.6,934.1,14.790058988492408,0.484,0.46,0.72,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Supaul
91.8,5.76,-0.9040825496607783,33.6,715.6,25.95389897008338,0.63,2.66,2.31,True,False,False,False,False,False,False,False,False,False,False,False,0,West Bengal,Murshidabad
80.0,13.84,0.7360970871197344,29.1,2468.3,6.367714052096718,0.562,0.85,1.97,False,False,False,False,False,False,False,False,False,True,False,False,0,Maharashtra,Raigad
376.2,4.76,0.0854169231373671,27.9,1430.0,8.42470588235294,0.462,1.47,0.2,False,False,False,False,True,False,False,False,False,False,False,False,1,Odisha,Mayurbhanj
2502.8,32.41,-0.8788171126619653,18.2,1504.8,3.6517946161515455,0.322,4.08,8.06,False,False,False,False,False,True,False,False,False,False,False,False,0,Himachal Pradesh,Mandi
629.0,32.91,0.33545156975025486,26.0,2302.6,3.408807125613918,0.315,0.98,0.11,False,False,False,False,False,False,False,False,False,True,False,False,0,Assam,Morigaon
521.9,1.37,-0.1908089953765448,30.9,1219.1,18.66977484648624,0.797,3.74,4.17,False,False,False,False,True,False,False,False,False,False,False,False,0,Chhattisgarh,Bastar
550.2,0.8,-0.9617413095492114,29.0,1491.5,12.500157084511468,0.686,3.31,33.61,False,False,False,False,False,False,False,True,False,False,False,False,0,Madhya Pradesh,Balaghat
174.7,0.16,-0.9010770213220917,30.9,336.0,25.797247706422013,0.364,1.24,12.47,False,False,False,True,False,False,False,False,False,False,False,False,0,Rajasthan,Barmer
364.7,1.36,-0.9685831611286312,30.6,1719.7,13.536846732977963,0.805,4.61,2.89,False,False,False,False,False,False,False,True,False,False,False,False,0,Chhattisgarh,Bastar
268.3,2.4,-0.4289351334031454,30.8,370.4,19.642857142857146,0.3,0.65,2.43,False,False,False,False,False,False,False,False,False,True,False,False,0,Rajasthan,Barmer
302.2,2.45,-0.9003187714021935,31.8,1475.1,11.95200304742556,0.592,1.18,3.51,False,False,False,False,False,False,False,True,False,False,False,False,1,Madhya Pradesh,Balaghat
333.0,7.66,-0.6306758074312859,34.9,4107.6,2.2478134803688565,0.271,0.94,2.35,True,False,False,False,False,False,False,False,False,False,False,False,0,Assam,Morigaon
2995.0,19.94,0.6996633405133655,15.0,1625.8,7.135821068489975,0.821,16.11,6.58,False,False,False,False,True,False,False,False,False,False,False,False,0,Himachal Pradesh,Kullu
534.3,2.8,0.41310442982454193,29.4,1035.0,14.635242290748897,0.565,7.42,0.87,True,False,False,False,False,False,False,False,False,False,False,False,0,Odisha,Koraput
1296.8,8.99,-0.8580649057236446,20.5,2909.5,5.61970426981226,0.825,3.86,0.55,False,False,False,False,True,False,False,False,False,False,False,False,0,Karnataka,Uttara Kannada
2281.2,34.0,-0.9329535348254889,19.7,1943.9,5.127648123685111,0.532,13.33,4.83,False,False,False,False,False,False,True,False,False,False,False,False,0,Uttarakhand,Rudraprayag
137.1,0.71,-0.5060337641211636,28.3,1449.1,7.3074688528823195,0.4,5.44,3.16,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Ballia
78.8,2.64,0.9552783621223437,31.2,413.0,25.787134502923976,0.424,0.87,2.53,False,False,False,False,False,False,False,False,True,False,False,False,0,Gujarat,Kutch
939.5,23.94,-0.8633955506067716,28.9,3381.0,7.173111174949727,0.864,9.95,3.71,True,False,False,False,False,False,False,False,False,False,False,False,0,Kerala,Wayanad
5.0,1.05,-0.579281172342679,34.4,1150.5,19.558896441423425,0.711,2.98,3.48,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Ballia
5.0,1.5,-0.957822494845315,31.0,1060.5,13.970702283498492,0.523,4.24,6.93,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Gorakhpur
956.0,24.39,-0.6896195437356696,23.4,1614.6,7.110346436486644,0.521,5.82,0.05,False,False,False,False,False,False,False,False,True,False,False,False,0,Sikkim,North Sikkim
5.0,0.47,-0.8319541221304826,29.3,917.4,9.906821309219579,0.344,2.13,3.84,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Katihar
96.4,4.46,0.05582150499316372,34.9,1357.1,14.826092924301692,0.619,1.17,4.79,False,False,False,False,False,False,False,False,False,True,False,False,0,West Bengal,Murshidabad
962.9,26.42,0.3189593092980698,27.7,1193.9,6.079913439987632,0.284,10.49,9.98,False,False,False,False,True,False,False,False,False,False,False,False,0,Uttarakhand,Rudraprayag
459.3,11.99,0.9607791541575942,31.4,962.7,20.210407452714783,0.684,2.05,1.11,False,False,False,False,True,False,False,False,False,False,False,False,1,Chhattisgarh,Bastar
261.4,1.74,-0.4477590878387696,30.8,1125.8,14.925110132158592,0.594,1.25,2.42,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Supaul
510.9,2.43,0.4415058527917452,29.2,882.9,7.308169701902533,0.246,9.47,16.61,False,False,False,False,False,False,False,False,True,False,False,False,0,Telangana,Khammam
353.1,0.1,0.4878596591387326,29.7,1052.3,12.706847175214786,0.493,8.6,8.91,False,False,False,False,False,False,False,False,False,True,False,False,0,Tamil Nadu,Nilgiris
861.9,11.67,0.9218631515885004,26.4,1732.3,3.0545216394695185,0.212,0.38,1.61,False,False,False,False,False,False,False,False,True,False,False,False,0,Arunachal Pradesh,Lower Subansiri
568.4,2.31,-0.8338858220671681,28.2,1137.5,13.535999999999998,0.594,0.13,4.03,False,False,False,False,False,False,False,True,False,False,False,False,0,Chhattisgarh,Bastar
57.0,0.39,0.8703556959398997,33.2,630.4,19.000000000000004,0.418,0.37,0.31,False,False,False,False,False,False,False,False,False,True,False,False,0,Uttar Pradesh,Ballia
532.5,14.91,-0.7954734808548956,28.2,836.1,8.13374639461596,0.27,18.38,3.47,True,False,False,False,False,False,False,False,False,False,False,False,0,Tamil Nadu,Nilgiris
1461.2,35.53,-0.3272178989791042,26.2,2493.2,0.6668209162424804,0.066,1.54,0.75,True,False,False,False,False,False,False,False,False,False,False,False,0,Assam,Morigaon
385.0,1.63,-0.9719610005785463,29.0,978.4,20.222551928783382,0.752,1.0,1.54,False,False,False,False,True,False,False,False,False,False,False,False,0,Madhya Pradesh,Balaghat
501.6,26.66,0.37460659341591196,33.0,3595.0,8.145060893098782,0.912,2.63,1.73,False,False,False,False,True,False,False,False,False,False,False,False,0,Kerala,Wayanad
324.3,46.49,-0.8894163732912975,26.7,2066.8,3.3023813919143437,0.268,11.07,0.58,False,False,False,True,False,False,False,False,False,False,False,False,0,Meghalaya,East Khasi Hills
2006.5,49.69,0.7869350219613374,21.0,1115.5,5.545865898807076,0.321,0.36,5.78,False,False,False,False,True,False,False,False,False,False,False,False,1,Jammu & Kashmir,Doda
415.1,4.82,0.9829353491495543,33.8,1557.7,14.78253001146166,0.725,0.28,21.77,False,False,False,False,False,False,False,True,False,False,False,False,0,Chhattisgarh,Bastar
390.2,0.48,-0.5692795234308442,34.7,837.1,28.54946110340412,0.771,0.23,13.0,False,False,False,False,True,False,False,False,False,False,False,False,0,Chhattisgarh,Bastar
49.1,2.64,0.8221440410307376,27.9,1977.2,5.936741767764298,0.442,10.83,4.19,False,False,False,False,False,False,False,False,False,True,False,False,0,Bihar,Supaul
1438.6,46.1,0.9593139745400575,21.1,3095.6,4.324852922768807,0.655,4.3,2.44,False,False,False,False,True,False,False,False,False,False,False,False,0,Maharashtra,Raigad
5.0,0.86,0.794414620535418,34.7,842.2,11.011780938229675,0.299,1.99,0.1,True,False,False,False,False,False,False,False,False,False,False,False,0,West Bengal,Murshidabad
408.9,3.23,-0.7626683296956881,32.0,1593.2,6.198913300259863,0.328,3.34,21.79,False,False,False,False,True,False,False,False,False,False,False,False,0,Chhattisgarh,Bastar
128.1,33.56,0.9323238012155123,33.6,3064.1,4.757371764482792,0.448,8.11,3.42,False,False,False,True,False,False,False,False,False,False,False,False,0,Assam,Morigaon
569.3,15.0,-0.611527040185831,31.9,1270.0,0.4656934306569343,0.02,0.36,1.19,False,False,False,False,False,False,False,False,True,False,False,False,0,Andhra Pradesh,East Godavari
625.3,20.2,0.9323238012155123,28.0,1619.8,5.6332131643214325,0.346,11.7,2.48,False,False,False,False,False,False,False,False,True,False,False,False,0,Assam,Morigaon
115.3,3.16,0.9999756307053947,33.9,1026.1,12.55332563715478,0.417,6.26,2.13,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Ballia
1539.6,20.22,0.5239859059700791,24.3,1541.9,12.579937876849991,0.85,1.69,2.18,False,False,False,False,False,False,True,False,False,False,False,False,1,Himachal Pradesh,Mandi
3282.3,61.41,0.925209718385782,14.4,1017.4,8.32504027206014,0.646,0.64,52.8,False,False,False,False,False,True,False,False,False,False,False,False,1,Jammu & Kashmir,Doda
611.5,23.05,0.28903179694447184,27.8,3717.0,3.8528163479172126,0.529,1.02,2.79,False,False,False,False,False,False,False,True,False,False,False,False,1,Kerala,Idukki
1048.2,14.15,0.5402403204776551,30.3,3265.9,2.5205739920972103,0.28,0.79,2.01,False,False,False,True,False,False,False,False,False,False,False,False,0,Sikkim,North Sikkim
501.5,4.82,-0.9961946980917455,33.5,757.6,7.187499999999999,0.184,2.41,1.39,False,False,False,False,False,False,False,False,True,False,False,False,0,Andhra Pradesh,East Godavari
1616.4,32.32,-0.4289351334031454,24.9,1414.1,11.38022587675847,0.692,11.87,5.52,False,False,True,False,False,False,False,False,False,False,False,False,0,Himachal Pradesh,Kullu
160.7,0.2,-0.6293203910498373,30.8,1050.6,12.581261950286805,0.47,0.61,3.8,False,False,False,False,False,False,False,False,False,True,False,False,0,West Bengal,Murshidabad
93.5,1.13,0.35999680812005125,34.7,1087.7,13.147259408941652,0.45,1.46,4.4,False,True,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Ballia
2966.8,31.64,-0.2554457579357904,8.7,1383.8,3.4710877476748885,0.592,2.49,11.73,False,False,False,False,False,True,False,False,False,False,False,False,0,Himachal Pradesh,Kullu
818.5,27.25,0.7975839288252285,28.1,1030.1,15.142819219538092,0.609,3.63,20.93,False,False,False,False,True,False,False,False,False,False,False,False,0,Uttarakhand,Chamoli
205.1,0.99,0.4601997847838517,26.9,1092.0,8.936577181208053,0.396,1.44,7.47,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Katihar
49.4,1.48,-0.9723699203976766,34.0,1174.4,15.714061519146263,0.589,4.91,0.36,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Katihar
151.5,1.14,-0.9950555699612263,34.2,767.3,22.318920788654445,0.566,1.53,6.97,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Supaul
950.4,28.94,0.5075383629607042,29.7,2461.0,6.262397500976181,0.54,7.69,3.36,False,False,False,False,True,False,False,False,False,False,False,False,1,Kerala,Wayanad
563.2,6.53,0.8804773535091619,27.8,2585.8,7.35937150941991,0.711,4.86,16.09,False,False,False,False,False,False,False,True,False,False,False,False,0,Maharashtra,Raigad
1831.6,63.7,0.9963452961909064,24.5,1755.8,8.25115853001401,0.625,1.23,1.84,False,False,False,False,True,False,False,False,False,False,False,False,1,Uttarakhand,Chamoli
172.3,1.66,-0.013962180339145452,31.4,1337.5,12.254191304347827,0.561,1.99,0.69,False,False,False,False,False,False,False,False,False,False,False,True,0,Bihar,Katihar
149.5,1.37,-0.537299608346824,29.6,161.2,35.923430321592654,0.317,3.37,3.55,True,False,False,False,False,False,False,False,False,False,False,False,0,Gujarat,Kutch
420.6,24.95,0.21984620435283755,28.5,2475.3,7.071603308352424,0.639,11.5,5.17,False,False,False,False,False,False,False,False,False,False,True,False,0,Karnataka,Kodagu
355.7,2.76,0.683273773680799,28.5,1564.4,11.592465753424658,0.677,0.36,23.02,False,False,False,False,False,False,False,True,False,False,False,False,0,Odisha,Mayurbhanj
46.4,0.61,-0.9826127965436152,26.8,831.9,10.640626676682048,0.37,3.62,2.53,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Gorakhpur
283.4,2.85,0.27395921869243256,30.8,1684.4,13.256220578345662,0.768,5.12,5.96,False,False,False,False,True,False,False,False,False,False,False,False,0,Odisha,Mayurbhanj
555.0,0.25,-0.5976251469755212,27.0,1767.2,9.688303341902312,0.67,2.94,3.41,False,False,False,False,True,False,False,False,False,False,False,False,0,Madhya Pradesh,Balaghat
763.6,16.78,-0.24530738587880263,28.5,2171.0,8.64663143989432,0.689,3.76,4.96,False,False,False,False,False,False,False,False,False,True,False,False,0,Karnataka,Kodagu
164.5,2.09,-0.9982398279237653,33.3,238.2,55.33589591957422,0.562,0.31,3.95,False,False,False,False,False,False,False,False,False,True,False,False,0,Gujarat,Kutch
1906.7,19.87,0.9225380894562465,22.7,1396.5,4.8691613765452715,0.321,5.79,15.06,False,False,False,False,False,False,True,False,False,False,False,False,0,Jammu & Kashmir,Doda
3232.0,33.92,-0.333806859233771,10.9,1316.6,5.324579980234364,0.692,2.83,1.23,False,False,False,False,False,False,True,False,False,False,False,False,1,Himachal Pradesh,Mandi
489.7,3.65,-0.12186934340514737,30.9,1507.3,17.686803956946434,0.92,4.95,1.35,False,False,False,False,True,False,False,False,False,False,False,False,0,Chhattisgarh,Bastar
615.0,6.48,0.9887563810470059,28.0,878.8,11.814466693910912,0.413,5.91,14.89,False,False,False,False,False,False,False,False,True,False,False,False,0,Andhra Pradesh,East Godavari
1797.5,25.96,-0.567843745053101,23.9,2251.7,8.079474422758004,0.795,0.41,0.2,False,False,False,False,False,True,False,False,False,False,False,False,0,Uttarakhand,Chamoli
991.6,20.17,-0.6252426563357049,21.9,2341.0,3.875788611224907,0.432,3.25,1.72,False,False,False,False,False,False,False,False,False,True,False,False,0,Assam,Morigaon
2599.3,24.0,0.8367643134589617,19.8,1248.1,5.1552555448408866,0.351,0.89,3.92,False,False,False,False,False,False,True,False,False,False,False,False,0,Uttarakhand,Chamoli
80.0,19.68,-0.9184463813430871,34.0,3159.2,4.57965144820815,0.439,0.13,2.64,False,False,False,True,False,False,False,False,False,False,False,False,0,Assam,Dhemaji
457.3,3.38,-0.8571673007021122,32.4,1026.0,24.22806394316163,0.842,2.97,0.2,False,False,False,False,False,False,False,True,False,False,False,False,1,Chhattisgarh,Bastar
118.7,10.79,0.9999451693655121,26.1,1901.2,9.181690985408755,0.704,0.66,0.6,True,False,False,False,False,False,False,False,False,False,False,False,0,Karnataka,Kodagu
232.8,5.03,-0.7489557207890022,29.7,1163.0,10.534916864608075,0.448,3.09,1.3,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Ballia
11.5,0.19,-0.01919744239968952,27.8,1281.2,8.493773530263537,0.422,1.16,2.05,False,True,False,False,False,False,False,False,False,False,False,False,0,Bihar,Katihar
2470.4,18.54,-0.958819734868193,18.9,1331.3,6.958918465730455,0.527,2.71,5.06,False,False,False,False,True,False,False,False,False,False,False,False,0,Jammu & Kashmir,Doda
759.7,22.43,0.6467897795104597,30.5,2596.0,4.525222551928784,0.4,6.97,10.03,False,False,False,True,False,False,False,False,False,False,False,False,0,Meghalaya,East Khasi Hills
780.1,31.09,-0.6971651028545645,27.8,2432.4,8.090586005370401,0.737,7.92,0.22,False,False,False,False,True,False,False,False,False,False,False,False,0,Kerala,Idukki
74.5,1.72,-0.2605045086426483,31.0,321.2,6.550332383665716,0.089,8.57,23.61,False,False,False,False,False,False,False,False,True,False,False,False,0,Rajasthan,Jaisalmer
496.8,0.32,-0.6743023875837234,30.8,623.3,12.4341213880824,0.292,0.25,3.85,False,False,False,False,False,False,False,False,True,False,False,False,0,Andhra Pradesh,East Godavari
3261.4,60.33,-0.040131792532559614,13.8,1514.7,5.897070663281105,0.69,0.31,9.95,False,False,False,False,False,False,True,False,False,False,False,False,0,Himachal Pradesh,Mandi
415.7,10.74,-0.8017756442437541,26.0,1091.7,8.268859612318535,0.379,4.18,10.04,False,False,False,True,False,False,False,False,False,False,False,False,0,Tamil Nadu,Nilgiris
530.8,0.82,0.06627390040000007,30.7,973.0,26.32246039142591,0.92,1.14,27.86,True,False,False,False,False,False,False,False,False,False,False,False,0,Madhya Pradesh,Balaghat
488.9,7.1,0.938493022759556,26.9,431.3,33.112365894974594,0.654,10.15,2.3,False,False,False,False,False,False,False,True,False,False,False,False,1,Madhya Pradesh,Balaghat
49.1,3.31,-0.39394190959095116,33.6,1056.8,19.57676348547718,0.674,2.45,5.15,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Katihar
35.6,1.86,0.024432178152653247,31.3,752.5,20.523988269794724,0.559,6.34,0.79,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Gorakhpur
120.5,0.38,0.999194395114446,32.2,462.7,38.85516260885019,0.679,3.41,1.27,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Supaul
1760.4,25.15,-0.9777832367586061,23.9,942.2,14.561984264056802,0.635,0.42,20.8,False,False,False,False,False,True,False,False,False,False,False,False,0,Himachal Pradesh,Mandi
494.4,5.46,0.8415107819453063,30.2,3402.0,2.4491147915476863,0.284,2.99,1.97,False,False,False,False,False,False,False,False,True,False,False,False,0,Sikkim,North Sikkim
1034.9,9.21,-0.7558534691676395,26.0,3199.1,1.9859961807765751,0.252,8.04,1.57,True,False,False,False,False,False,False,False,False,False,False,False,0,Sikkim,North Sikkim
58.9,15.0,0.9982398279237653,33.3,1294.4,10.17340791738382,0.426,3.17,0.36,True,False,False,False,False,False,False,False,False,False,False,False,0,West Bengal,Murshidabad
455.9,6.06,0.9822872507286886,30.2,1214.8,19.018557955582597,0.828,3.15,16.18,False,False,False,False,False,False,False,True,False,False,False,False,0,Odisha,Mayurbhanj
27.5,2.54,0.6238795967093861,32.6,1086.6,12.830102814764874,0.467,0.26,0.66,False,False,False,False,False,False,False,False,False,False,False,True,0,West Bengal,Murshidabad
2181.3,35.66,0.9781476007338057,22.5,1141.1,6.127628716461204,0.338,0.93,6.68,False,False,False,False,True,False,False,False,False,False,False,False,0,Jammu & Kashmir,Doda
314.9,2.41,-0.43993916985591514,26.9,368.3,6.031390134529146,0.105,0.82,17.28,True,False,False,False,False,False,False,False,False,False,False,False,0,Rajasthan,Barmer
212.9,0.43,0.23004973718810445,30.0,356.2,29.263480929416925,0.445,18.19,3.86,False,False,False,False,False,False,False,False,True,False,False,False,0,Rajasthan,Jaisalmer
474.4,0.24,-0.9905094632383089,27.0,1018.0,18.185152057245077,0.753,3.82,10.11,False,False,False,False,True,False,False,False,False,False,False,False,0,Odisha,Mayurbhanj
105.9,0.29,-0.6170358751407489,28.6,402.0,15.382470119521916,0.27,0.49,18.16,False,False,False,False,False,False,False,False,False,True,False,False,0,Rajasthan,Barmer
1640.8,11.01,-0.957822494845315,25.5,2965.2,7.137870285788856,0.858,2.24,3.55,False,False,False,False,False,False,False,False,False,True,False,False,0,Kerala,Wayanad
107.2,2.68,0.978867388761685,30.1,335.2,5.948069852941176,0.086,1.15,9.21,True,False,False,False,False,False,False,False,False,False,False,False,0,Gujarat,Kutch
1820.3,8.72,0.8424523970071476,21.6,1412.0,9.52857142857143,0.667,6.36,6.45,False,False,False,False,False,True,False,False,False,False,False,False,0,Himachal Pradesh,Mandi
