elevation_m,slope_deg,aspect_deg,curvature,slope_instability_index,annual_rainfall_mm,monsoon_rainfall_mm,max_daily_rainfall_mm,dist_to_road_km,dist_to_river_km,ndvi,lulc_Agricultural,lulc_Barren,lulc_Barren_Rocky,lulc_Barren_Sandy,lulc_Dense_Forest,lulc_Grassland,lulc_Open_Forest,lulc_Plantation,lulc_Scrubland,lulc_Settlement,lulc_Water_Body,lulc_Wetland,landslide_label,state,district
241.2,0.88,91.7,-0.16,0.1408,367.9,301.7,39.2,3.69,6.23,0.081,True,False,False,False,False,False,False,False,False,False,False,False,0,Gujarat,Kutch
5.0,7.01,12.9,-0.103,0.72203,890.9,762.1,97.8,0.66,2.21,0.485,False,False,False,False,False,False,False,False,False,True,False,False,0,Bihar,Supaul
2079.8,29.87,349.3,-1.362,40.68294,1611.8,1341.0,170.2,12.22,1.43,0.326,False,False,False,False,False,False,False,False,False,True,False,False,0,Uttarakhand,Rudraprayag
140.5,0.1,209.8,-0.421,0.0421,1177.6,992.0,200.8,2.72,1.25,0.692,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Supaul
548.0,12.53,249.2,-0.147,1.8419099999999997,2616.2,1834.6,170.9,2.35,1.2,0.73,False,False,False,False,False,False,False,False,False,True,False,False,0,Maharashtra,Raigad
1087.0,9.23,215.5,1.137,10.49451,2306.1,1630.3,279.4,0.87,2.54,0.549,False,False,False,False,False,False,False,False,True,False,False,False,0,Assam,Dhemaji
459.9,1.21,329.9,0.656,0.79376,1698.4,1235.5,227.1,1.73,11.73,0.765,False,False,False,False,True,False,False,False,False,False,False,False,0,Chhattisgarh,Bastar
258.1,0.92,112.7,-0.923,0.84916,376.5,312.0,47.3,2.51,15.24,0.259,True,False,False,False,False,False,False,False,False,False,False,False,0,Rajasthan,Jaisalmer
5.0,0.14,4.4,-0.349,0.04886,602.8,523.1,76.8,10.52,4.43,0.622,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Katihar
83.0,0.1,123.1,0.119,0.0119,811.6,662.3,114.6,0.13,2.19,0.258,True,False,False,False,False,False,False,False,False,False,False,False,1,Bihar,Supaul
205.6,0.54,304.4,-0.216,0.11664000000000001,1209.1,971.3,180.7,3.38,0.11,0.639,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Ballia
2820.0,18.9,250.7,0.279,5.2731,1104.4,892.6,162.6,5.93,0.55,0.359,False,False,False,False,True,False,False,False,False,False,False,False,0,Himachal Pradesh,Mandi
321.7,6.28,188.1,-0.059,0.37052,1105.2,930.4,142.6,0.94,40.77,0.075,False,False,False,False,False,False,False,False,True,False,False,False,0,Andhra Pradesh,East Godavari
25.1,7.19,56.9,0.869,6.2481100000000005,1393.1,1055.4,155.6,1.26,0.36,0.509,False,False,False,False,False,False,False,False,False,False,True,False,0,Bihar,Supaul
78.8,1.88,261.3,0.3,0.564,1037.3,754.2,111.0,0.32,1.95,0.673,False,False,False,False,False,False,False,False,False,True,False,False,0,West Bengal,Murshidabad
512.5,0.15,304.4,0.101,0.01515,1753.0,1336.0,150.9,9.26,1.98,0.706,False,False,False,False,False,False,False,True,False,False,False,False,0,Chhattisgarh,Bastar
5.0,0.23,261.9,-0.413,0.09499,1249.4,1088.3,174.5,4.03,0.95,0.15,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Ballia
1181.3,4.83,310.1,-1.866,9.012780000000001,2611.1,2089.5,332.5,3.31,17.58,0.727,False,False,False,False,False,False,False,False,False,True,False,False,0,Kerala,Idukki
1972.1,15.63,2.6,0.366,5.72058,1549.4,1087.5,143.8,1.28,21.14,0.617,False,False,True,False,False,False,False,False,False,False,False,False,0,Uttarakhand,Chamoli
536.0,4.02,273.7,0.495,1.9898999999999998,928.0,761.0,113.9,9.6,4.76,0.382,True,False,False,False,False,False,False,False,False,False,False,False,0,Telangana,Khammam
188.1,1.69,63.5,-0.312,0.52728,451.1,382.9,59.9,1.09,0.2,0.554,False,False,False,False,False,False,False,False,True,False,False,False,0,Gujarat,Kutch
821.1,25.9,306.6,0.387,10.023299999999999,2108.2,1826.2,184.3,0.76,0.06,0.539,False,False,False,False,True,False,False,False,False,False,False,False,0,Karnataka,Kodagu
163.1,0.13,36.7,0.635,0.08255,480.6,368.5,39.8,1.36,1.45,0.265,False,False,False,True,False,False,False,False,False,False,False,False,0,Rajasthan,Barmer
767.9,24.52,140.3,0.381,9.34212,2676.6,2007.2,281.9,0.76,5.19,0.291,False,False,False,False,False,False,False,False,True,False,False,False,1,Arunachal Pradesh,Lower Subansiri
178.3,0.1,227.0,0.126,0.0126,1197.8,885.4,79.1,3.0,8.67,0.411,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Ballia
779.1,21.53,31.8,-2.671,57.50663,2124.4,1509.5,170.8,1.51,0.14,0.825,False,False,False,False,False,False,False,True,False,False,False,False,0,Karnataka,Uttara Kannada
761.5,33.74,21.3,2.088,70.44912000000001,2564.4,2016.6,403.3,0.24,1.74,0.635,False,False,False,False,False,False,False,False,False,True,False,False,1,Kerala,Idukki
86.7,2.15,89.5,-0.707,1.52005,1174.0,853.5,79.8,2.92,3.17,0.515,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Ballia
5.0,0.84,33.0,0.053,0.04452,813.9,625.5,114.5,9.83,2.05,0.433,False,False,False,False,False,False,False,False,False,False,True,False,0,Uttar Pradesh,Gorakhpur
2600.0,6.58,288.7,2.95,19.411,1642.2,1155.6,148.2,1.23,1.76,0.474,False,False,False,False,False,True,False,False,False,False,False,False,0,Himachal Pradesh,Mandi
73.0,0.1,321.9,-0.359,0.0359,1127.1,834.1,75.1,0.44,2.48,0.497,False,False,False,False,False,False,False,False,False,True,False,False,0,Bihar,Katihar
1168.0,8.6,74.7,-1.977,17.0022,1703.7,1393.8,226.8,0.3,4.38,0.406,False,False,False,False,False,False,False,False,True,False,False,False,0,Assam,Dhemaji
477.9,6.54,60.7,0.673,4.40142,961.0,717.2,150.0,4.91,24.61,0.864,False,False,False,False,False,False,False,True,False,False,False,False,0,Chhattisgarh,Bastar
1333.8,19.76,79.5,1.127,22.269520000000004,3124.6,2483.8,309.7,6.96,0.63,0.219,True,False,False,False,False,False,False,False,False,False,False,False,0,Assam,Morigaon
2456.5,18.05,357.4,1.668,30.1074,1259.6,926.5,145.2,0.41,2.84,0.424,False,False,False,False,True,False,False,False,False,False,False,False,1,Uttarakhand,Chamoli
1038.7,27.57,267.4,2.579,71.10303,2986.0,2156.7,272.2,1.72,1.45,0.628,False,False,False,False,True,False,False,False,False,False,False,False,1,Kerala,Wayanad
650.7,30.19,36.6,-0.882,26.627580000000002,2449.7,1871.9,313.0,0.4,1.61,0.543,True,False,False,False,False,False,False,False,False,False,False,False,1,Karnataka,Kodagu
248.9,1.09,269.8,0.007,0.0076300000000000005,863.8,687.8,71.8,3.36,33.38,0.162,True,False,False,False,False,False,False,False,False,False,False,False,0,Andhra Pradesh,East Godavari
1076.1,30.15,235.7,2.368,71.39519999999999,2517.6,2152.9,440.5,6.55,0.77,0.92,False,False,False,False,True,False,False,False,False,False,False,False,1,Karnataka,Kodagu
5.0,0.49,258.4,-0.462,0.22638,761.6,543.6,113.8,0.61,2.43,0.516,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Supaul
465.8,1.61,175.0,-0.507,0.81627,791.8,652.1,101.3,4.21,2.52,0.207,False,False,False,True,False,False,False,False,False,False,False,False,0,Andhra Pradesh,East Godavari
1037.7,13.28,220.6,-1.886,25.046079999999996,2626.5,2131.9,195.6,6.8,1.98,0.739,False,False,False,False,False,False,False,True,False,False,False,False,0,Maharashtra,Raigad
2344.7,42.93,3.9,1.909,81.95337,1230.9,1018.0,101.5,4.18,8.59,0.268,False,False,False,False,False,False,False,False,False,True,False,False,1,Uttarakhand,Chamoli
664.4,18.78,31.6,-0.859,16.13202,2763.6,2231.5,182.7,0.05,1.11,0.791,False,False,False,False,True,False,False,False,False,False,False,False,0,Kerala,Wayanad
95.3,0.83,172.1,0.421,0.34942999999999996,407.0,304.1,64.4,2.19,9.51,0.65,False,False,False,False,False,False,False,False,True,False,False,False,0,Rajasthan,Barmer
199.9,2.75,86.6,-0.016,0.044,887.1,675.7,83.5,6.62,0.35,0.177,False,False,False,False,False,False,False,False,False,True,False,False,0,Bihar,Katihar
952.5,21.13,132.3,-2.861,60.45293,2785.2,2282.8,449.1,15.5,4.49,0.248,True,False,False,False,False,False,False,False,False,False,False,False,0,Assam,Dhemaji
2860.4,10.97,55.7,-1.63,17.8811,1243.8,1042.4,179.1,6.76,5.33,0.298,False,False,False,False,True,False,False,False,False,False,False,False,0,Uttarakhand,Chamoli
699.1,31.25,17.0,0.36,11.25,2897.9,2035.0,216.4,0.74,0.7,0.278,True,False,False,False,False,False,False,False,False,False,False,False,0,Meghalaya,East Khasi Hills
5.0,1.43,76.7,0.321,0.45903,803.3,571.8,116.8,1.01,0.61,0.569,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Gorakhpur
711.9,34.37,327.1,-1.204,41.381479999999996,3312.0,2728.0,550.0,3.6,1.74,0.869,False,False,False,False,True,False,False,False,False,False,False,False,1,Kerala,Idukki
3077.6,41.72,275.2,-1.457,60.78604,932.1,668.5,71.6,4.63,5.4,0.392,False,False,False,False,False,False,True,False,False,False,False,False,0,Uttarakhand,Rudraprayag
282.8,0.64,316.8,0.039,0.02496,335.0,277.1,57.0,3.0,9.89,0.443,False,False,False,True,False,False,False,False,False,False,False,False,0,Gujarat,Kutch
512.0,2.27,65.0,0.527,1.19629,1147.6,966.0,126.0,6.67,3.76,0.726,False,False,False,False,False,False,False,True,False,False,False,False,0,Chhattisgarh,Bastar
753.0,39.68,62.3,0.474,18.80832,3403.9,2717.7,378.5,1.57,0.14,0.648,False,False,False,False,False,False,False,False,False,True,False,False,1,Kerala,Idukki
372.7,0.11,259.0,-0.559,0.06149,961.1,757.8,61.3,0.89,0.48,0.299,False,False,False,True,False,False,False,False,False,False,False,False,0,Andhra Pradesh,East Godavari
1437.8,23.04,242.7,0.379,8.73216,1498.7,1127.6,186.1,0.67,0.99,0.619,False,False,False,False,False,False,True,False,False,False,False,False,1,Himachal Pradesh,Kullu
69.2,0.77,104.6,0.045,0.03465,688.0,540.8,88.6,1.48,7.33,0.339,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Supaul
670.7,37.97,311.7,-2.107,80.00279,1665.9,1210.5,180.8,0.17,8.52,0.849,False,False,False,False,False,False,False,True,False,False,False,False,1,Karnataka,Kodagu
484.2,1.86,300.2,0.241,0.44826,1203.3,845.0,132.2,5.32,2.61,0.32,True,False,False,False,False,False,False,False,False,False,False,False,0,Andhra Pradesh,East Godavari
385.8,3.69,49.9,0.326,1.2029400000000001,1339.8,1028.9,224.8,4.43,6.59,0.689,False,False,False,False,True,False,False,False,False,False,False,False,0,Odisha,Koraput
783.9,15.09,20.8,0.27,4.0743,2692.1,2264.6,439.6,5.3,2.55,0.115,False,False,False,False,False,False,False,False,True,False,False,False,0,Assam,Dhemaji
63.5,0.25,80.2,-0.778,0.1945,269.6,228.8,38.4,0.11,3.02,0.166,True,False,False,False,False,False,False,False,False,False,False,False,0,Rajasthan,Jaisalmer
1307.2,6.84,293.4,0.777,5.31468,1141.1,929.7,173.5,1.72,8.27,0.183,False,False,False,False,False,False,True,False,False,False,False,False,0,Himachal Pradesh,Mandi
358.2,3.23,298.9,0.238,0.76874,815.5,704.0,129.3,1.67,2.81,0.469,True,False,False,False,False,False,False,False,False,False,False,False,0,Tamil Nadu,Nilgiris
82.0,2.24,52.2,-0.759,1.7001600000000001,470.3,400.8,57.5,0.3,7.04,0.253,False,False,False,True,False,False,False,False,False,False,False,False,0,Gujarat,Kutch
525.9,11.4,104.1,1.616,18.422400000000003,2437.7,1842.4,385.8,1.66,0.62,0.405,True,False,False,False,False,False,False,False,False,False,False,False,0,Assam,Morigaon
499.4,1.41,85.1,0.11,0.1551,1607.5,1204.9,226.1,3.67,1.79,0.92,False,False,False,False,True,False,False,False,False,False,False,False,0,Odisha,Mayurbhanj
2162.9,21.29,261.0,-1.084,23.07836,1093.8,925.3,131.0,0.6,16.28,0.587,False,False,False,False,False,False,True,False,False,False,False,False,0,Uttarakhand,Rudraprayag
206.5,15.0,320.8,0.216,3.2399999999999998,707.6,515.5,84.4,3.05,7.91,0.452,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Katihar
991.3,14.26,259.3,-3.086,44.00636,2076.1,1559.0,331.5,3.25,3.47,0.756,False,False,False,False,False,False,False,True,False,False,False,False,0,Maharashtra,Raigad
1547.5,17.05,280.5,2.553,43.52865,2399.1,1788.8,252.5,0.68,3.45,0.744,True,False,False,False,False,False,False,False,False,False,False,False,1,Maharashtra,Raigad
214.6,6.42,269.8,0.789,5.06538,565.8,486.0,48.7,0.64,1.79,0.346,False,False,False,True,False,False,False,False,False,False,False,False,0,Rajasthan,Jaisalmer
616.4,3.5,172.9,0.144,0.504,1349.0,1016.7,85.2,3.41,6.0,0.837,False,False,False,False,True,False,False,False,False,False,False,False,0,Madhya Pradesh,Balaghat
215.5,4.94,336.3,-0.151,0.74594,1136.4,877.6,149.8,1.36,3.92,0.547,False,False,False,False,False,False,False,False,False,True,False,False,0,Bihar,Supaul
457.6,0.2,234.9,0.101,0.020200000000000003,857.0,625.1,128.1,13.12,11.64,0.459,True,False,False,False,False,False,False,False,False,False,False,False,0,Telangana,Khammam
195.5,1.44,144.5,0.051,0.07343999999999999,569.3,427.6,88.3,1.4,6.8,0.246,False,False,False,False,False,False,False,False,True,False,False,False,0,Rajasthan,Barmer
1281.5,36.24,144.5,4.96,179.7504,1425.4,1003.6,208.5,3.36,2.29,0.45,False,False,True,False,False,False,False,False,False,False,False,False,1,Jammu & Kashmir,Doda
45.8,4.04,349.0,0.559,2.25836,329.2,271.4,57.3,1.09,1.42,0.563,False,False,False,False,False,False,False,False,True,False,False,False,0,Rajasthan,Barmer
1428.5,32.64,189.2,-2.135,69.68639999999999,1305.8,1047.7,102.8,1.78,6.35,0.096,False,False,False,False,True,False,False,False,False,False,False,False,0,Himachal Pradesh,Kullu
391.1,1.36,28.1,-0.392,0.53312,1128.1,936.7,135.8,1.5,1.89,0.308,True,False,False,False,False,False,False,False,False,False,False,False,0,Telangana,Khammam
992.2,19.66,43.2,2.536,49.85776,2605.3,2211.2,298.4,1.49,0.5,0.341,False,False,False,False,False,False,False,False,True,False,False,False,0,Arunachal Pradesh,Lower Subansiri
1074.4,20.26,195.6,1.087,22.02262,1356.6,1131.7,165.4,5.68,56.25,0.218,False,False,False,False,False,False,True,False,False,False,False,False,0,Himachal Pradesh,Mandi
129.6,2.85,144.6,-0.81,2.3085000000000004,1288.9,1096.3,191.0,0.26,1.49,0.467,False,False,False,False,False,False,False,False,False,True,False,False,0,Bihar,Supaul
1265.5,51.4,116.2,0.605,31.096999999999998,2956.1,2082.9,305.5,0.65,0.2,0.805,False,False,False,False,True,False,False,False,False,False,False,False,1,Kerala,Idukki
7.9,2.24,35.8,-0.069,0.15456000000000003,1039.2,770.7,136.0,1.68,2.34,0.459,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Ballia
2133.3,29.4,336.8,-2.331,68.53139999999999,1560.7,1364.4,292.4,5.88,5.77,0.776,False,False,False,False,False,False,True,False,False,False,False,False,0,Jammu & Kashmir,Doda
492.8,30.68,309.8,1.029,31.569719999999997,3218.1,2553.4,384.1,1.3,0.98,0.768,False,False,False,False,True,False,False,False,False,False,False,False,1,Karnataka,Kodagu
177.0,5.08,175.1,-0.294,1.49352,283.4,220.1,22.5,2.9,9.2,0.439,False,False,False,False,False,False,False,False,False,True,False,False,0,Rajasthan,Jaisalmer
73.4,1.05,38.1,-0.018,0.0189,885.6,726.6,95.4,2.96,6.09,0.295,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Ballia
1085.0,28.49,337.7,-2.329,66.35321,3005.8,2413.5,393.1,0.8,0.22,0.354,False,False,False,False,False,False,False,False,True,False,False,False,1,Arunachal Pradesh,Lower Subansiri
5.0,3.01,46.7,0.297,0.8939699999999999,791.9,685.4,56.7,1.95,2.0,0.442,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Supaul
2826.6,46.45,332.0,1.464,68.00280000000001,1464.8,1148.3,222.0,8.19,4.45,0.66,False,False,False,False,False,False,True,False,False,False,False,False,0,Himachal Pradesh,Kullu
421.7,0.8,129.4,-1.057,0.8456,554.5,483.5,78.5,3.59,3.01,0.336,False,False,False,False,False,False,False,False,False,True,False,False,0,Tamil Nadu,Nilgiris
477.8,0.11,143.9,0.744,0.08184,818.0,576.5,69.7,1.08,24.4,0.239,False,False,False,False,False,False,False,False,False,True,False,False,0,Telangana,Khammam
560.8,38.07,59.1,-1.536,58.47552,3479.2,2905.2,244.5,1.84,3.1,0.568,False,False,False,False,False,False,False,False,False,False,True,False,1,Kerala,Wayanad
71.5,0.65,103.0,-0.471,0.30615,821.1,613.6,62.3,0.23,3.26,0.325,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Gorakhpur
317.5,0.75,112.7,-0.236,0.177,1134.1,878.8,77.5,0.02,1.77,0.735,False,False,False,False,False,False,False,False,False,False,True,False,0,Odisha,Mayurbhanj
754.6,20.76,58.9,0.205,4.2558,2326.2,1639.6,318.7,0.39,3.15,0.779,False,False,False,False,True,False,False,False,False,False,False,False,0,Karnataka,Kodagu
440.4,1.25,80.3,1.124,1.4050000000000002,715.5,514.7,98.6,1.4,7.46,0.142,False,False,False,True,False,False,False,False,False,False,False,False,0,Andhra Pradesh,East Godavari
735.1,11.11,152.2,-2.239,24.875289999999996,2960.6,2255.4,274.0,5.44,2.3,0.781,False,False,False,False,False,False,False,True,False,False,False,False,0,Kerala,Idukki
462.6,7.39,273.5,-0.208,1.5371199999999998,1565.7,1110.2,91.8,0.14,25.25,0.439,False,False,False,False,False,False,False,True,False,False,False,False,0,Madhya Pradesh,Balaghat
769.4,39.66,352.0,-0.386,15.30876,3532.0,2602.4,535.3,1.88,0.81,0.92,False,False,False,False,False,False,False,True,False,False,False,False,1,Karnataka,Kodagu
247.1,3.67,30.2,0.304,1.11568,1355.1,1150.9,139.9,9.68,0.05,0.494,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Gorakhpur
171.2,3.49,200.4,-0.188,0.65612,539.8,450.7,95.0,0.44,1.54,0.491,False,False,False,True,False,False,False,False,False,False,False,False,0,Rajasthan,Barmer
165.4,40.21,209.1,-1.703,68.47763,3314.9,2649.2,529.7,5.48,1.06,0.63,True,False,False,False,False,False,False,False,False,False,False,False,1,Kerala,Idukki
478.7,25.0,88.9,1.487,37.175000000000004,3305.9,2575.4,319.9,5.72,3.85,0.483,False,False,False,False,True,False,False,False,False,False,False,False,0,Karnataka,Kodagu
957.1,5.62,129.2,0.628,3.52936,2967.5,2595.1,368.4,2.36,6.81,0.359,False,False,False,False,False,False,False,False,True,False,False,False,0,Sikkim,North Sikkim
885.2,13.89,173.2,-0.814,11.30646,2793.3,2434.6,336.4,13.25,0.15,0.758,False,False,False,False,False,False,False,False,False,False,True,False,0,Kerala,Idukki
264.7,18.35,50.2,-0.167,3.0644500000000003,1310.7,925.1,133.9,2.28,4.6,0.695,True,False,False,False,False,False,False,False,False,False,False,False,0,Maharashtra,Raigad
872.5,12.86,345.7,-0.096,1.2345599999999999,2803.2,1988.4,177.6,3.03,0.45,0.347,True,False,False,False,False,False,False,False,False,False,False,False,0,Meghalaya,East Khasi Hills
2566.1,38.14,331.4,1.565,59.689099999999996,797.4,607.9,55.3,1.04,1.46,0.383,False,False,False,False,False,False,False,False,False,True,False,False,1,Himachal Pradesh,Mandi
311.5,20.0,104.3,0.24,4.8,3636.5,2763.2,550.0,2.01,0.67,0.92,False,False,False,False,False,False,False,False,False,False,True,False,1,Kerala,Wayanad
431.5,3.84,208.4,0.092,0.35328,1623.0,1164.0,235.5,0.45,1.8,0.56,False,False,False,False,False,False,False,True,False,False,False,False,0,Chhattisgarh,Bastar
579.9,30.13,193.8,-1.455,43.839150000000004,2918.5,2209.8,240.7,0.14,0.18,0.476,False,False,False,False,True,False,False,False,False,False,False,False,1,Kerala,Wayanad
350.1,32.49,16.6,1.012,32.87988,1954.4,1526.2,129.1,3.17,3.99,0.02,False,False,False,False,False,False,False,False,True,False,False,False,0,Meghalaya,East Khasi Hills
490.2,2.87,174.6,-0.134,0.38458000000000003,1477.5,1149.0,221.3,4.69,2.2,0.841,False,False,False,False,False,False,False,True,False,False,False,False,0,Madhya Pradesh,Balaghat
2416.8,25.76,198.6,-0.973,25.06448,617.8,502.3,62.1,2.84,6.44,0.302,False,False,True,False,False,False,False,False,False,False,False,False,1,Himachal Pradesh,Mandi
161.8,2.84,347.0,-0.007,0.01988,1288.3,968.3,111.2,1.3,2.22,0.532,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Supaul
666.5,30.53,147.2,-0.489,14.929170000000001,3223.3,2426.0,274.8,14.03,3.05,0.138,False,False,False,False,False,False,False,False,True,False,False,False,0,Assam,Morigaon
1450.2,11.3,257.4,1.073,12.1249,2416.6,1733.0,334.2,12.87,1.11,0.553,True,False,False,False,False,False,False,False,False,False,False,False,0,Arunachal Pradesh,Lower Subansiri
871.1,14.99,20.3,1.175,17.61325,1369.2,1153.0,223.9,7.23,1.54,0.247,False,False,False,False,False,False,False,False,True,False,False,False,0,Meghalaya,East Khasi Hills
173.2,0.34,352.3,-0.546,0.18564000000000003,802.2,701.2,64.7,2.34,0.96,0.666,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Ballia
1969.1,16.54,97.7,-2.922,48.32988,1106.3,813.4,90.2,1.67,13.71,0.32,False,False,True,False,False,False,False,False,False,False,False,False,0,Himachal Pradesh,Kullu
163.2,0.45,127.1,-0.12,0.054,1205.2,920.9,86.2,0.05,1.8,0.368,False,False,False,False,False,False,False,False,False,True,False,False,0,Bihar,Katihar
497.9,11.53,226.0,1.318,15.19654,2326.1,1829.6,200.4,1.59,4.5,0.662,False,False,False,False,True,False,False,False,False,False,False,False,0,Kerala,Wayanad
175.2,0.82,215.9,0.052,0.04264,1000.8,869.7,149.4,7.97,2.36,0.426,False,False,False,False,False,False,False,False,False,True,False,False,0,Bihar,Supaul
94.7,1.73,241.8,-0.438,0.75774,1458.2,1128.9,209.4,4.34,6.66,0.426,False,True,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Gorakhpur
464.8,1.38,217.0,-0.066,0.09108,514.2,427.0,35.0,4.72,7.55,0.26,False,False,False,False,False,False,False,False,False,True,False,False,0,Telangana,Khammam
2966.1,23.69,358.8,1.239,29.351910000000004,1718.1,1263.1,239.0,2.1,2.6,0.319,False,False,False,False,False,True,False,False,False,False,False,False,0,Jammu & Kashmir,Doda
882.0,14.84,63.2,-2.358,34.99272,2782.3,1989.5,284.5,8.53,5.14,0.82,False,False,False,False,True,False,False,False,False,False,False,False,0,Karnataka,Uttara Kannada
2621.5,26.73,298.9,0.0,0.0,731.6,527.6,53.6,6.23,22.81,0.664,False,False,True,False,False,False,False,False,False,False,False,False,0,Uttarakhand,Rudraprayag
1904.0,15.58,81.2,2.76,43.0008,1667.0,1332.2,166.9,1.62,2.08,0.544,False,False,True,False,False,False,False,False,False,False,False,False,1,Himachal Pradesh,Mandi
820.8,23.01,49.9,1.024,23.562240000000003,3001.3,2615.9,230.6,0.59,0.46,0.615,True,False,False,False,False,False,False,False,False,False,False,False,0,Karnataka,Kodagu
206.8,16.46,249.4,-1.022,16.82212,3366.5,2729.1,440.0,1.57,1.95,0.612,True,False,False,False,False,False,False,False,False,False,False,False,0,Kerala,Wayanad
423.3,4.04,201.3,-0.36,1.4544,450.7,330.3,58.8,5.57,11.56,0.217,False,False,False,True,False,False,False,False,False,False,False,False,0,Andhra Pradesh,East Godavari
503.5,37.89,282.9,-0.598,22.65822,1882.7,1620.6,229.8,2.08,2.92,0.676,False,False,False,False,True,False,False,False,False,False,False,False,0,Karnataka,Uttara Kannada
264.0,4.36,65.6,0.305,1.3298,442.7,354.1,34.2,0.06,28.12,0.379,False,False,False,True,False,False,False,False,False,False,False,False,0,Rajasthan,Barmer
2028.2,25.66,52.5,0.398,10.21268,1539.6,1103.2,236.8,1.65,10.0,0.85,False,False,False,False,False,False,True,False,False,False,False,False,1,Uttarakhand,Chamoli
1644.8,34.87,49.4,-1.055,36.78784999999999,1522.7,1282.1,130.9,6.84,10.75,0.828,False,False,False,False,True,False,False,False,False,False,False,False,0,Himachal Pradesh,Mandi
2532.0,12.22,78.3,-0.472,5.76784,1181.3,1030.6,203.7,4.71,6.1,0.589,False,False,False,False,True,False,False,False,False,False,False,False,0,Uttarakhand,Rudraprayag
1150.2,15.22,10.8,0.229,3.48538,2645.4,2087.0,220.2,1.86,1.23,0.236,False,False,False,True,False,False,False,False,False,False,False,False,0,Meghalaya,East Khasi Hills
767.8,14.75,88.5,-1.15,16.9625,3746.2,3002.7,373.3,0.06,1.14,0.873,True,False,False,False,False,False,False,False,False,False,False,False,1,Kerala,Idukki
1258.8,27.95,128.9,-1.119,31.276049999999998,2588.2,1969.9,335.8,10.05,0.87,0.76,False,False,False,False,False,False,False,False,False,True,False,False,0,Kerala,Wayanad
1477.8,18.16,25.2,1.875,34.05,807.3,708.7,119.4,1.55,7.7,0.31,False,False,False,False,False,False,True,False,False,False,False,False,0,Himachal Pradesh,Kullu
341.1,5.16,337.8,-1.058,5.459280000000001,403.6,333.1,62.5,0.02,8.77,0.046,False,False,False,False,False,False,False,False,True,False,False,False,0,Rajasthan,Barmer
486.3,0.75,311.2,0.367,0.27525,555.0,412.4,50.7,0.14,0.66,0.455,True,False,False,False,False,False,False,False,False,False,False,False,0,Telangana,Khammam
697.6,25.9,303.8,0.725,18.7775,1935.9,1644.2,275.8,0.69,0.44,0.204,True,False,False,False,False,False,False,False,False,False,False,False,1,Sikkim,North Sikkim
2912.9,22.21,279.1,0.701,15.56921,623.1,492.0,95.8,3.58,8.62,0.584,False,False,False,False,True,False,False,False,False,False,False,False,0,Jammu & Kashmir,Doda
1249.2,9.23,309.6,-2.212,20.416760000000004,1538.1,1225.0,128.6,3.35,1.78,0.225,True,False,False,False,False,False,False,False,False,False,False,False,0,Meghalaya,East Khasi Hills
2061.1,8.38,227.7,-2.348,19.67624,1191.3,919.0,114.9,7.78,10.1,0.288,False,False,True,False,False,False,False,False,False,False,False,False,0,Uttarakhand,Rudraprayag
1841.4,48.71,116.6,4.189,204.04619,1788.3,1465.9,242.5,1.35,31.47,0.602,False,False,False,False,False,False,True,False,False,False,False,False,0,Himachal Pradesh,Mandi
516.5,28.64,114.4,1.26,36.0864,3840.4,2708.8,543.4,3.83,1.77,0.692,False,False,False,False,True,False,False,False,False,False,False,False,1,Maharashtra,Raigad
1405.0,19.05,131.7,1.248,23.7744,3174.0,2693.0,524.5,4.25,4.74,0.301,True,False,False,False,False,False,False,False,False,False,False,False,0,Assam,Dhemaji
5.0,2.2,30.5,-0.322,0.7084,1140.0,989.1,210.1,5.98,1.73,0.41,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Ballia
242.8,2.49,8.5,0.132,0.32868,459.1,325.0,40.5,10.56,3.36,0.276,True,False,False,False,False,False,False,False,False,False,False,False,0,Rajasthan,Barmer
499.3,1.28,258.4,0.047,0.06016,883.5,661.9,90.4,0.98,1.73,0.789,False,False,False,False,False,False,False,True,False,False,False,False,0,Odisha,Koraput
175.3,2.75,205.2,0.511,1.40525,285.3,221.3,35.9,1.21,0.2,0.19,True,False,False,False,False,False,False,False,False,False,False,False,0,Rajasthan,Barmer
