srtm_elevation_m,srtm_slope_deg,rainfall_24h_mm,rainfall_3day_mm,rainfall_7day_mm,label
259.0,2.78186346598435,8.84,15.04,24.74,0
208.0,9.350473782917256,46.75,98.64,118.19,1
2829.0,33.48153613896651,13.7,13.7,20.47,0
11.0,4.647353034567217,33.72,151.98000000000002,174.70000000000002,1
739.0,18.94552207681176,44.59,61.38,131.35,0
3661.0,1.4343577071686464,19.01,94.54,153.76999999999998,1
2877.0,45.94590207834764,13.03,31.51,52.24,0
64.0,1.3873493934442505,25.85,61.62,101.16,0
1882.0,27.559472291712847,26.57,46.38,110.58,1
2076.0,22.76308323499469,9.98,12.73,14.79,0
3614.0,22.394425940148285,0.8,0.8,0.8,0
255.0,7.076537712492509,11.39,11.93,21.5,0
4335.0,54.364813769639,5.77,22.82,95.29,0
1189.0,21.6233918996014,2.33,42.41,108.1,1
100.0,3.468457799956008,8.73,30.47,41.13,0
57.0,14.533364593374769,8.49,30.68,42.63,1
441.0,30.799765869105936,6.67,12.6,23.64,1
279.0,1.1039010182751994,14.77,63.95,101.09,0
1204.0,13.634522928540594,16.3,27.11,43.52,1
1123.0,44.69966599062223,5.15,7.44,12.87,1
853.0,0.926369172997235,17.28,60.98,86.61,1
1328.0,35.553873546269,0.67,9.44,76.73,0
1173.0,30.25022032179324,3.7,100.7,118.29,1
1000.0,38.98494724811976,8.24,29.71,183.67,1
264.0,26.25407499537205,15.2,50.010000000000005,141.95999999999998,1
2495.0,40.39039020262883,25.46,29.94,48.35,1
5369.0,45.152229607118,1.51,2.13,2.61,0
1371.0,14.022839174857982,58.27,159.01000000000002,186.97,1
97.0,6.676900933553073,18.45,84.25,281.8,1
1385.0,17.145953483091994,13.45,13.45,13.45,1
1675.0,16.499254656391557,27.8,83.7,204.18,0
42.0,11.142253831272384,43.69,245.72,511.65,1
699.0,8.28618530638979,13.18,37.16,73.13,1
4269.0,27.00694030460338,0.05,0.26,2.0,1
5482.0,13.1899789340055,2.48,4.92,11.53,0
71.0,12.990528808887444,24.01,50.57000000000001,77.63000000000001,0
59.0,6.560776171339852,1.26,1.27,23.48,1
804.0,15.868646633497288,0.31,3.1700000000000004,25.87,1
17.0,9.550530602250408,25.6,68.31,94.99,1
43.0,0.0,75.63,179.70999999999998,267.54999999999995,1
823.0,8.33167688828823,32.96,96.01,110.07,1
3124.0,34.34674871291885,15.31,31.840000000000003,93.45,1
555.0,52.34308994769702,13.33,21.53,52.02,0
487.0,23.020756379733484,42.57,119.47,170.98999999999998,1
1457.0,33.92056242515854,18.9,30.58,111.59,1
60.0,4.157545021533345,95.01,194.55,259.45,1
1547.0,17.220047911934834,16.41,28.700000000000003,45.92,1
1487.0,30.53496126230425,13.24,51.4,64.64,0
115.0,1.855385510825832,23.06,54.900000000000006,120.38,0
3873.0,27.951190015400183,4.37,6.09,20.83,1
1229.0,16.756870062003678,6.99,12.830000000000002,42.690000000000005,0
2136.0,32.35609661746765,0.3,0.98,3.6,0
432.0,30.366501165531403,5.41,29.14,51.23,1
2535.0,19.127144656244745,8.29,30.72,49.94,1
1314.0,11.243730344787089,3.7,100.7,118.29,1
4895.0,19.01038346139193,0.0,0.01,24.24,1
683.0,44.74073524256179,21.83,35.69,48.29,0
272.0,0.0,1.69,5.47,15.8,1
3336.0,32.90337160444395,9.37,11.01,46.19,0
2104.0,29.898778377465227,16.15,20.83,25.61,1
1273.0,24.802602340897124,27.68,87.41,124.29,1
5023.0,59.06753022470927,0.32,3.98,6.63,0
57.0,3.0892980574274502,1.39,51.64,62.17,0
291.0,22.57503553518938,3.95,11.510000000000002,44.23,0
2136.0,32.35609661746765,19.49,46.37,137.07,0
5096.0,30.29911608251812,2.91,23.62,48.60000000000001,0
259.0,1.345836651490519,7.25,17.08,56.41,1
5755.0,12.7758330299871,3.18,5.960000000000001,11.11,0
-13.0,0.0,3.87,6.49,12.84,0
846.0,23.47891185858705,4.46,14.06,35.849999999999994,1
2526.0,33.51474474947107,30.17,34.7,63.36,0
3587.0,35.64366065916236,1.23,33.129999999999995,57.34999999999999,1
2055.0,19.57388706644332,8.16,14.53,30.93,1
5172.0,36.465595511582094,5.96,9.92,38.15,0
339.0,27.395035154208863,6.06,18.55,137.29999999999998,1
732.0,35.03531739180771,0.0,8.83,20.24,1
2206.0,0.0,3.33,7.32,7.82,1
129.0,1.342862138167158,115.41,286.13,519.52,0
-4.0,0.0,7.46,98.72,328.14000000000004,0
29.0,1.0332829155806476,1.28,50.81,82.2,0
1731.0,19.83803263585153,2.92,6.73,137.35,0
55.0,1.377415951892356,34.81,96.17,155.03,0
47.0,19.38360407112611,36.66,83.84,89.69,1
3496.0,22.50653371401405,4.66,42.6,65.15,1
435.0,36.91290188370729,33.17,47.52,85.74000000000001,1
1398.0,10.209837985587429,2.6,11.26,55.45,1
225.0,4.832634573500187,7.67,13.51,20.96,1
485.0,2.2843494411234624,0.0,0.0,0.0,0
200.0,2.079874763299952,9.8,27.19,46.34,0
3840.0,18.06424596253553,1.04,42.82,49.8,0
887.0,22.85532747272629,15.73,133.66,166.51,0
95.0,2.1247789427521147,1.5,64.37,149.51,1
1614.0,29.53602090910925,10.84,27.29,62.5,1
3402.0,35.65247488639326,11.48,13.17,15.56,0
63.0,2.267633363462304,8.37,25.77,48.24999999999999,0
4541.0,58.710121461085706,5.46,7.539999999999999,7.72,0
1307.0,2.9797348707669924,0.65,31.23,56.81999999999999,1
163.0,5.160670673439587,6.35,28.57,40.5,1
5755.0,40.02665625777252,3.9,10.66,12.48,0
692.0,4.761208619886141,0.32,1.05,2.03,0
689.0,7.677263322620482,20.73,25.77,27.35,1
46.0,6.222255748010374,48.65,139.51,449.78,1
440.0,24.64116768724888,26.18,90.89,143.5,1
39.0,3.2377581080223825,153.08,243.17,280.43,0
35.0,2.967307139017436,14.54,16.95,67.59,0
661.0,12.98485864215815,1.62,29.540000000000003,76.66,1
87.0,17.173727685970235,16.82,264.02,374.78,1
188.0,35.452827191558235,19.72,128.07,204.59,1
2908.0,21.15040487314145,25.04,51.81,86.66,0
3931.0,18.172071825645983,2.35,3.03,4.58,0
108.0,0.9395007999809286,6.92,9.25,13.48,0
2296.0,41.4377233787537,1.04,7.13,35.720000000000006,1
1141.0,4.479758474096997,10.44,45.62,108.43,1
274.0,7.787004030960979,76.79,212.29,337.19,0
532.0,16.451394443761753,39.28,53.14,98.45,0
3.0,1.3352244978385166,11.24,18.72,34.230000000000004,1
1655.0,33.42868060734366,0.0,1.2,1.2999999999999998,1
345.0,37.34437715269699,2.38,8.27,20.7,1
4964.0,10.956192985982012,4.75,10.35,22.56,0
1095.0,12.975482111654207,0.04,8.259999999999998,13.659999999999998,1
70.0,3.026448074062428,0.89,12.99,108.36,0
425.0,3.627056382785098,34.69,109.93,234.79,0
417.0,29.60069033435662,2.97,4.220000000000001,19.28,1
1130.0,14.248777296487733,35.55,58.52,89.49,1
88.0,4.153625582384207,28.6,84.05000000000001,111.5,0
330.0,0.9446765669695762,4.41,13.16,16.88,1
3659.0,61.008014049164906,0.11,9.66,30.930000000000003,0
885.0,27.45422498736285,36.49,61.06,62.790000000000006,0
1432.0,18.258006217506605,101.95,164.63,170.37,0
1555.0,53.70787415680822,5.8,17.099999999999998,85.14999999999999,0
2175.0,41.55027160658149,10.9,55.48,141.73000000000002,0
151.0,4.200982898467882,0.0,0.0,0.0,0
7.0,3.7530423719152894,23.14,99.71,112.83,1
1829.0,26.94659590117133,11.9,35.160000000000004,119.1,0
1995.0,41.16397255744176,6.34,39.66,79.73,1
872.0,2.083227848055236,8.53,25.86,48.84,0
39.0,2.776997971883973,17.44,137.54,393.47,0
129.0,23.637703131139475,12.46,44.68,65.97,1
2698.0,31.970969125532,0.94,5.289999999999999,5.289999999999999,0
160.0,1.3919779523139948,72.15,96.73,133.18,1
4873.0,28.9910032447107,5.37,26.860000000000003,64.0,0
4054.0,30.316394624804257,2.61,5.97,26.22,1
1571.0,13.286694596501158,18.68,107.07,129.82,1
2222.0,31.70516921255804,99.34,122.1,123.02,1
9.0,3.8297200944611607,37.54,83.33000000000001,185.03,0
114.0,2.127776829550683,36.7,45.85,83.15,0
813.0,31.709175409289443,17.37,39.59,42.98,1
3554.0,28.5035711533411,1.54,17.56,82.59,1
260.0,1.855385510825832,11.78,12.38,34.25,0
973.0,27.066809384175563,2.24,26.450000000000003,73.50999999999999,1
555.0,1.334563763081149,33.09,57.650000000000006,116.66,0
1392.0,23.59944453879583,14.94,18.33,21.78,0
809.0,31.778501700506148,0.0,0.0,10.37,1
1518.0,29.08374615553425,1.54,17.56,82.59,1
4080.0,24.89618649693689,0.9,0.91,1.49,0
5065.0,9.005592365204466,3.05,6.74,29.12,0
770.0,14.543823679248815,14.49,56.36000000000001,96.04,1
229.0,1.408190512504145,4.45,12.22,159.53,1
4030.0,29.78274127031361,1.43,9.5,12.16,0
1983.0,28.06400530055993,23.8,34.46,58.63,0
1763.0,28.42576702358958,11.86,53.09,65.68,1
1659.0,8.235075555872518,6.67,16.240000000000002,45.16,0
62.0,2.935837961339101,38.71,73.71000000000001,74.61,0
4841.0,26.15123552256615,1.93,16.04,20.79,0
12.0,12.563261936421144,28.45,54.78,83.9,1
767.0,2.7245670107829216,1.16,5.52,6.44,1
81.0,6.276171879231921,11.74,21.83,182.28,0
370.0,0.9279360212320218,0.75,19.52,26.66,0
5699.0,42.80673375074191,0.0,3.7,20.9,0
160.0,10.756185231515634,41.24,100.47,149.45000000000002,1
2258.0,22.83075810708887,10.01,30.78,68.93,1
4377.0,28.66372929165834,4.45,6.220000000000001,10.52,0
900.0,22.497546016791755,4.32,6.93,47.01,1
61.0,10.280713071431196,75.63,179.70999999999998,267.54999999999995,1
129.0,5.56896198426521,22.61,108.87,132.86,1
69.0,4.163407361593557,55.57,135.71,171.54999999999998,0
1532.0,22.309984332457063,0.09,0.09,0.09,1
129.0,2.0813195717380366,29.3,78.71,118.75,1
2850.0,26.31749651899583,0.0,0.44,1.28,0
1815.0,41.02266132186659,14.48,24.14,44.91,1
5015.0,24.679803469545966,13.83,23.72,26.200000000000003,0
1328.0,35.553873546269,3.66,7.17,11.2,0
296.0,1.0989845557640323,43.62,77.57,78.16999999999999,0
21.0,1.3202343481754246,5.22,59.88,135.53,1
206.0,20.654209471413434,9.97,57.34,317.12,1
21.0,5.614872269658275,56.88,100.21,101.73,0
1445.0,20.181443880962227,3.31,8.24,111.25,1
720.0,11.804445000532729,50.3,69.07,78.33,1
1197.0,36.03866838572641,17.13,44.55,46.81,1
1112.0,5.307259279573481,13.13,175.62,307.65,0
1627.0,11.162178370173905,5.7,25.64,59.56000000000001,1
4519.0,25.594622298660543,3.07,5.27,27.81,0
813.0,16.610769197453017,0.07,8.790000000000001,17.300000000000004,0
43.0,8.294524978876806,57.65,157.6,296.51,1
1555.0,19.90794840719584,13.91,21.36,81.91,1
171.0,17.344610875254677,66.95,181.55,226.54,0
2624.0,27.60616139709439,0.0,24.16,33.78,1
2084.0,27.68243372858813,17.53,19.700000000000003,23.48,0
113.0,4.278608595754117,13.21,29.69,54.35,0
3894.0,35.18711348919869,0.0,0.07,2.82,0
520.0,13.769058457431305,91.15,167.71,244.04,1
2366.0,40.02125483754509,14.54,18.11,26.57,0
802.0,8.522642338386635,35.06,81.02,115.26,1
2074.0,19.376386609630003,0.58,93.17,154.25,0
407.0,8.990014761339621,30.17,58.89,86.23,1
266.0,1.0977706137386043,0.74,0.97,5.84,0
322.0,1.4282705577456996,0.53,21.48,123.17,0
431.0,31.8740877844908,32.96,96.01,110.07,1
1818.0,35.33446050957917,2.62,4.8100000000000005,7.180000000000001,1
2154.0,19.61619358961495,15.67,54.33,89.61,1
972.0,30.300929896045943,0.75,12.03,59.14,1
3602.0,17.937567106958173,0.0,15.97,49.09,0
732.0,13.153199581115755,4.74,15.74,22.04,1
929.0,25.93097333453967,22.34,74.17,85.13000000000001,0
2037.0,37.388319218334296,17.16,33.27,53.19,0
115.0,3.5780136536027154,4.25,33.27,87.93,0
101.0,7.771480928143871,36.25,106.02,172.48,1
1435.0,12.47149620538789,10.59,57.370000000000005,84.92,1
2238.0,9.245780329496734,1.5,29.85,55.09,1
29.0,2.6842255998660445,16.8,31.59,39.59,1
38.0,5.910004368452522,21.4,63.13,101.4,0
683.0,2.6722130122177,2.58,5.99,10.0,0
1059.0,15.394799155421085,35.06,81.02,115.26,0
159.0,0.9279360212320218,0.1,2.52,2.52,0
679.0,3.372108636935057,10.53,23.55,31.450000000000003,0
1030.0,40.49418239802765,7.0,51.91,71.87,1
335.0,2.1688394436940546,45.86,68.12,132.93,0
691.0,13.153197791915655,2.25,6.26,6.8,1
1161.0,42.54038516410769,8.39,28.43,66.58000000000001,1
306.0,18.93759741973074,26.26,52.290000000000006,82.94,1
162.0,0.9279360212320218,3.58,38.69,83.69999999999999,0
1241.0,25.683313174886944,10.62,28.36,32.48,0
734.0,13.544985239645335,0.03,2.02,8.299999999999999,1
1584.0,6.468078925968187,0.12,10.989999999999998,13.589999999999998,1
2069.0,25.913200263065825,6.67,78.65,87.10000000000001,1
1369.0,18.7761436591747,7.78,15.33,20.29,1
2412.0,26.864068197615136,0.23,10.25,20.27,1
1496.0,11.383724956082276,47.18,124.26,152.18,1
4841.0,26.15123552256615,0.8,5.22,41.39,0
5002.0,9.860682430893716,15.35,21.5,86.54,0
75.0,2.269264851456046,0.4,5.16,51.63,0
654.0,12.581814777652664,30.08,55.04,150.92000000000002,0
353.0,1.105145446969854,9.52,47.05,81.86999999999999,0
4170.0,36.06263947943167,20.33,86.83,149.99,0
1282.0,7.529024444811094,0.42,37.89000000000001,174.91000000000005,0
671.0,7.535893145338491,41.9,105.85,137.79,0
84.0,0.0,25.14,94.38,192.28000000000003,0
690.0,19.16886195900636,22.94,49.41,288.22,0
92.0,1.0404997890433374,10.62,30.92,51.41,0
5439.0,41.58696941659,12.02,17.240000000000002,27.15,0
1935.0,13.781250633045415,5.16,19.03,89.34,1
802.0,25.62140075853221,24.68,29.26,40.52,0
81.0,0.9279360212320218,0.0,21.31,33.239999999999995,0
980.0,39.35204569756175,7.42,24.99,52.36000000000001,1
223.0,34.010140459782974,28.33,137.97,217.14,1
1653.0,2.7771727466475022,18.26,42.81,94.73,1
145.0,16.68948805959749,39.27,219.59,326.26,1
103.0,0.9874774513501962,13.85,15.99,23.34,0
777.0,3.8377078345156304,4.16,12.25,17.99,1
308.0,19.64468291951788,0.02,0.28,1.0,1
674.0,5.527812889706318,55.11,132.57,243.11,1
1753.0,21.066428791085,0.06,2.2100000000000004,17.319999999999997,1
2306.0,37.359437291630535,0.39,52.08,87.36,1
4567.0,28.964894639021505,1.19,7.17,25.68,0
479.0,22.924178020504897,5.63,34.46,86.02,0
4274.0,39.13967410719235,4.98,18.49,28.97,0
584.0,9.595541932517769,0.0,0.0,0.0,1
1450.0,21.554870104453816,0.1,1.79,14.8,1
1024.0,35.93984192404095,0.38,16.06,42.25,1
1417.0,25.581617973815035,35.98,56.2,82.43,1
908.0,25.445277333065324,25.52,49.35,73.33,0
242.0,0.0,6.47,22.08,65.8,0
919.0,32.90968809532685,22.77,87.13,125.41,1
1426.0,24.068265597337007,81.28,157.38,230.76,1
325.0,23.705749643396505,27.16,62.64,230.33999999999995,1
5156.0,45.10980580273492,56.47,116.35,168.45,1
259.0,3.889020944978701,0.09,0.2,4.050000000000001,0
600.0,10.167146382762525,20.15,20.82,21.33,0
3532.0,17.5487502524535,6.04,11.87,60.94,1
360.0,11.254445102000954,42.05,61.48,134.76999999999998,1
1885.0,32.421818019787125,13.74,29.82,94.99,1
723.0,23.0604855121385,33.07,79.44,123.39,1
62.0,2.96212250130175,14.23,20.69,180.1,1
1466.0,40.400046832606,13.81,44.47,118.09000000000002,1
761.0,33.53434218551111,24.39,26.2,41.63,0
2201.0,6.668760754450279,0.1,25.52,85.89999999999999,1
542.0,6.457012205792348,6.24,6.24,9.93,0
199.0,3.4717273910601247,10.7,78.34,116.28,0
449.0,13.060744781145305,22.39,41.81,66.57,0
5333.0,65.45207339539724,2.88,17.66,38.3,0
690.0,18.80692407884276,5.83,14.34,41.67,0
1659.0,26.28141042695994,16.97,36.01,57.34,0
1239.0,22.735108606468405,27.35,51.41,108.39,1
508.0,2.735166732910748,6.13,10.63,12.329999999999998,0
15.0,3.0804361216669345,38.14,233.32,374.17,1
495.0,1.3416947815509983,0.11,9.98,15.34,1
2467.0,23.34643419528896,1.48,15.07,32.52,0
586.0,2.0866681981651896,4.36,6.75,6.8500000000000005,0
83.0,0.9382399651976404,5.18,82.98000000000002,95.97,0
1681.0,14.317101657264717,3.66,25.34,116.75,0
1089.0,27.86746422818901,3.95,11.510000000000002,44.23,1
3154.0,27.71008249172615,16.3,17.630000000000003,33.230000000000004,0
743.0,10.516233126592311,11.69,13.13,13.13,1
92.0,1.3886560245535318,12.11,25.8,45.23,0
1540.0,12.142412914640923,1.14,10.420000000000002,32.27,1
1814.0,20.62758173058563,9.14,35.75,73.22,1
456.0,6.445657238728478,42.7,60.1,113.85,1
4617.0,39.74634073686738,1.22,82.87,103.27,0
512.0,24.05432434868892,86.18,138.20000000000002,141.73000000000002,1
314.0,43.508931111637935,14.48,89.14,199.95,1
1540.0,21.463359802652352,1.67,33.82,187.47,0
2363.0,37.78065482389293,0.0,0.0,0.7000000000000001,1
154.0,8.522096262869733,27.34,76.45,112.95,1
1650.0,34.4885263137034,23.86,41.38,178.99,1
4553.0,27.313243392127944,8.26,20.22,42.74,0
596.0,14.033001639822931,26.18,91.62,151.35,0
43.0,2.071230768995057,116.05,139.57999999999998,184.68,0
1140.0,11.031673993655614,7.9,78.32000000000001,123.74,0
4632.0,20.664817837011523,10.14,19.25,22.1,0
664.0,60.65216653319431,11.01,107.82,191.64,1
811.0,5.631102072540767,21.34,54.24,100.99,0
134.0,2.2732552939282327,36.7,45.85,83.15,1
317.0,36.64656800770521,9.23,19.65,70.66,1
401.0,29.153397402645293,48.76,109.89,146.28,1
303.0,0.9279360212320218,1.03,12.2,103.71,0
3433.0,23.12883468080189,7.22,13.11,72.02,0
780.0,34.68829168010815,20.53,46.83,110.86,1
374.0,2.103353655225412,4.22,27.3,70.59,1
976.0,16.938760794632632,15.73,133.66,166.51,0
4192.0,22.040897735492585,2.42,6.890000000000001,21.92,0
1716.0,27.984020297255647,0.0,2.65,5.7,1
1032.0,15.805360539732332,13.58,44.56,78.74999999999999,1
2053.0,36.913168479400426,5.18,98.47,124.03,1
4791.0,30.09690825195085,0.25,8.12,29.29,0
66.0,12.118774928869842,0.0,0.01,0.01,0
2697.0,48.88281365727918,0.39,32.27,33.11,1
664.0,60.65216653319431,11.01,107.82,191.64,1
2071.0,12.770989681735694,32.32,33.8,38.38,1
745.0,11.896949456504563,32.96,96.01,110.07,1
290.0,1.1002045395460858,77.87,254.47,332.05,0
3138.0,56.67813742574487,27.99,53.94,101.56,0
1182.0,10.760372368960368,7.31,24.75,51.36,1
110.0,2.79337382656549,53.34,101.08,187.16,0
1819.0,39.11774685252796,38.76,89.09,188.99,1
1479.0,11.687392758994248,73.98,252.28000000000003,349.11,1
1142.0,19.559682689272872,5.57,28.61,88.07000000000002,0
5324.0,6.718563891238704,7.4,8.34,15.78,0
320.0,8.20358707649646,49.46,119.22,143.6,0
142.0,4.260974997341704,6.05,80.61,203.34,0
443.0,31.89481057006413,32.96,96.01,110.07,1
766.0,13.08289560354797,34.97,69.15,91.07,1
757.0,6.457665776341533,13.68,24.55,36.6,1
880.0,6.681021928045628,24.01,51.69,79.93,1
1489.0,23.39441654010913,10.73,81.58000000000001,167.32,1
1382.0,13.5843605949331,31.3,36.61,53.97,1
2470.0,30.76340653151096,61.51,118.73,171.84,1
1144.0,9.43882163600886,1.46,12.25,61.19,1
4377.0,28.66372929165834,3.33,22.57,35.0,0
942.0,24.146988179976542,0.29,0.29,0.29,1
257.0,2.380265607226266,11.53,17.09,17.979999999999997,0
291.0,1.074719831270563,3.33,96.12,131.03,0
3507.0,31.23443145404644,0.0,0.0,0.0,0
1578.0,22.562386295603265,1.54,17.56,82.59,1
48.0,9.52245614476137,2.07,3.27,20.010000000000005,1
855.0,27.01248752836951,68.23,167.47000000000003,233.79,1
2203.0,25.718402120372115,6.56,85.46,99.61,0
773.0,37.855330444188986,21.83,35.69,48.29,1
1568.0,15.084887410481024,14.31,26.99,34.99,1
2007.0,14.679126462660124,24.22,70.39,156.58,1
1628.0,33.42376175422706,0.0,0.07,7.819999999999999,1
44.0,3.4539316330937093,0.18,1.57,13.079999999999998,0
18.0,2.93476529286658,8.76,53.33,256.8,1
584.0,42.21265858429932,151.84,290.59000000000003,402.81,1
1622.0,12.48681317030292,56.24,143.31,215.2,1
2982.0,49.50589117238048,4.4,11.3,11.89,0
1709.0,30.855741760645795,0.03,99.74,275.47,1
867.0,29.6360306360278,5.78,14.93,47.43,1
2388.0,51.39088748445843,0.11,4.15,4.32,0
1408.0,24.83790993999571,0.03,0.39,0.5700000000000001,1
869.0,28.60858993472378,6.55,31.34,52.03,1
3928.0,35.68891715138883,7.14,15.829999999999998,19.82,0
650.0,11.025613557382698,0.03,0.22,1.91,1
232.0,28.0786073315143,36.35,54.71,109.87,1
1134.0,30.45461605238972,43.31,82.44,84.38,1
4541.0,22.35778831295272,1.46,2.45,2.45,0
776.0,3.71092359098218,25.84,104.23,200.19,1
51.0,3.3515136411424824,26.26,52.290000000000006,82.94,1
467.0,25.869009804382788,0.51,16.9,190.99,0
54.0,0.0,12.72,43.71,113.79,1
767.0,5.048548813150623,5.97,40.38,84.21000000000001,1
333.0,2.145456849454641,0.0,0.0,0.24,0
3970.0,37.15175928135162,14.39,15.23,26.54,0
4749.0,21.074977521735622,48.54,189.71,245.94,0
600.0,10.167146382762525,56.18,82.4,131.24,0
4048.0,23.34643419528896,21.5,56.24,108.89,0
2784.0,42.4419390448718,0.0,3.78,5.46,0
343.0,35.7398268283409,46.33,81.96000000000001,115.0,0
1418.0,25.132660081730563,3.66,25.34,116.75,1
123.0,2.1286928328502377,14.45,72.61,146.85,0
1386.0,9.350342558119696,0.87,76.09,120.34,1
656.0,15.42307118570718,27.34,76.45,112.95,1
1261.0,1.852254273911334,1.52,2.31,4.82,1
1955.0,30.25822671076241,12.95,36.32,51.94,0
5062.0,21.30016716660984,6.03,6.46,13.72,0
1390.0,40.8408216659798,7.3,45.36,99.3,1
5690.0,25.79379580695572,0.28,0.28,4.37,0
68.0,4.154096764309844,2.25,9.52,143.47,1
3082.0,7.412309107042409,6.04,11.87,60.94,1
408.0,0.9279360212320218,3.96,5.33,36.8,0
112.0,0.0,8.42,35.82,37.93,0
4237.0,30.47110812161494,1.45,12.05,19.46,0
1398.0,29.25896401491808,16.72,36.68,39.65,1
196.0,2.8154441507688475,39.66,47.81999999999999,92.36,0
4025.0,41.48872768854793,7.17,7.229999999999999,7.229999999999999,0
323.0,0.0,0.14,0.14,0.14,0
83.0,30.11204693140904,7.89,16.48,48.2,1
1147.0,29.42258198499057,21.13,22.68,39.22,1
42.0,1.0341685411627342,0.0,14.78,121.47,0
785.0,2.7545823875732576,6.93,43.74,140.61,1
4263.0,47.93599966547526,3.17,10.24,23.22,0
159.0,2.2912899736397,0.0,0.0,0.64,0
240.0,1.4180984743189955,8.7,10.43,24.7,0
692.0,25.176293155000685,7.63,44.85,79.67999999999999,1
57.0,2.1305042784780253,58.12,121.87,174.93,1
3010.0,44.80476484476236,0.0,0.0,1.6,1
1767.0,27.03128183002612,3.88,40.86,46.18,0
1212.0,32.78933257482507,33.27,145.83,204.18,0
4192.0,4.330050419515206,0.13,3.06,3.99,0
21.0,1.3486525409181978,114.76,177.10000000000002,213.38,1
2280.0,8.385875303404381,11.81,31.21,47.27,1
213.0,14.236549622926058,44.35,137.97,228.36,1
3419.0,30.91911614989316,24.51,67.3,95.69,0
32.0,1.383517353923722,4.91,9.02,108.87,0
1458.0,20.481144682982453,4.78,5.08,14.580000000000002,1
2746.0,23.60412220046119,0.0,1.5,2.56,1
179.0,3.291723525489471,34.71,91.39,116.81,0
42.0,4.1530948226524105,54.38,70.5,81.13,0
846.0,18.29112647351119,11.32,61.84,131.94,0
1265.0,34.581106457593734,35.98,56.2,82.43,1
296.0,1.041280595140532,36.02,76.5,135.79,1
616.0,2.695303724034297,7.45,53.91,78.82000000000001,0
871.0,25.896232878736683,3.73,7.18,36.98,1
860.0,38.49899917375673,35.39,81.68,146.94,1
4749.0,21.074977521735622,20.02,28.19,60.650000000000006,0
1646.0,30.51450466098204,8.04,21.14,56.22,1
1126.0,15.172167896427087,9.8,27.19,46.34,0
255.0,7.076537712492509,1.06,18.66,125.49000000000002,0
214.0,13.756786064004658,17.2,37.86,103.67,1
1440.0,34.502925,28.03,111.29,208.01,1
4064.0,19.82597990587524,12.37,59.09,81.53,0
571.0,17.97114465820681,3.7,100.7,118.29,0
53.0,3.469541364276995,163.71,240.34,273.62,0
2209.0,5.6203757250275785,16.69,33.41,113.59,1
3017.0,36.12046495190489,30.88,35.09,35.09,0
1573.0,27.604522135703096,19.85,34.17,62.34,1
1249.0,18.75820714274923,71.02,152.91,189.43,1
479.0,1.3245174281114722,2.24,22.08,60.830000000000005,0
26.0,2.169461960157345,25.33,128.99,224.77,1
689.0,2.100892036227492,5.96,13.2,30.47,0
1553.0,3.0918835620363234,9.11,20.54,30.52,1
753.0,35.67829206318048,0.38,0.54,11.06,1
2937.0,28.48828896338404,4.62,12.46,20.07,0
1275.0,16.838342124234874,65.6,209.94,270.99,0
895.0,2.327318759179203,0.04,1.16,2.1900000000000004,1
711.0,7.20097919921648,13.44,17.799999999999997,42.61000000000001,0
2040.0,32.1995986900463,84.99,152.11,195.97,1
50.0,2.1242187415157465,31.77,33.89,102.57,0
974.0,10.352583515136056,9.6,32.7,70.63000000000001,1
184.0,15.23650810768833,22.91,53.46,86.71,1
1970.0,32.884274729789915,52.75,77.91,91.71,1
2467.0,23.34643419528896,4.45,27.64,68.17,0
690.0,8.43238623760218,14.44,33.33,111.85,1
283.0,45.6437171940248,13.06,61.35,107.98,1
139.0,14.263947828321124,21.4,63.13,101.4,0
2951.0,16.57940167214095,31.75,36.47,57.66,1
4818.0,34.18260904631162,1.54,7.470000000000001,11.81,0
720.0,13.349209109803413,11.06,43.88,60.77,1
60.0,2.260732414259265,126.76,191.59,231.7,1
103.0,0.9279360212320218,4.39,4.73,42.440000000000005,0
267.0,2.9704866345622483,0.0,0.0,0.52,0
449.0,13.060744781145305,31.7,94.81,112.22,0
3231.0,2.7771727466475022,8.8,12.4,24.12,1
1286.0,13.506342697367284,5.59,27.12,40.05,1
365.0,2.1532041141831297,18.56,42.39,49.49,1
92.0,18.979049044864023,33.21,123.36,189.67,1
273.0,4.622196164454146,26.68,58.96,87.68,1
573.0,10.091702587030868,13.1,47.8,129.23000000000002,1
1212.0,18.02619145960147,28.34,45.19,64.71,1
130.0,0.9400261401672838,7.95,18.95,31.3,0
513.0,2.1204121180698765,11.78,44.85,108.06,0
394.0,0.9279360212320218,2.78,7.959999999999999,19.91,0
5482.0,13.1899789340055,2.61,4.3,17.150000000000002,0
1063.0,29.891187490124352,28.36,51.51,114.4,0
3328.0,4.29870865194633,21.89,37.6,49.46,1
539.0,5.118722656177003,68.33,287.27,344.31,0
2395.0,25.51257491864016,29.2,34.22,54.99,0
1586.0,23.603277744846192,0.71,17.25,66.58999999999999,1
899.0,8.395047652311604,6.06,13.55,105.1,1
1847.0,50.98081968480692,2.35,13.64,31.43,1
543.0,1.9417073050222469,0.0,0.0,0.0,1
1339.0,11.959364186636996,0.02,0.04,17.24,1
171.0,11.040914375806173,25.97,62.74,95.95,0
670.0,15.263887116570793,3.82,3.83,14.24,1
4859.0,29.71509925012672,71.97,99.19,99.25,0
